"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir02Ox-b03290.2","AT1G62300","WRKY6",2.02665650076075,0.653,0.095,0,0,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b31830.2","AT5G07100","WRKY26",1.13490307833883,0.659,0.184,0,0,"Yes","WRKY","cellular heat acclimation, cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding","DEGs"
"Chir03Ox-b23340.2","AT3G23250","ATY19",2.63978467353367,0.876,0.21,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, protein binding, response to cold, response to salt stress, response to water deprivation","DEGs"
"Chir04Ox-b02760.2","AT2G23340","AT2G23340.1",1.12864761007189,0.865,0.479,0,0,"Yes","ERF","carboxylic acid biosynthetic process, developmental growth, DNA-binding transcription factor activity, flavonoid metabolic process, inorganic ion homeostasis, nucleus, regulation of DNA-templated transcription, response to fungus, response to water deprivation, response to wounding, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b25170.2","AT1G25560","EDF1",1.77440942871551,0.858,0.53,0,0,"Yes","RAV","cellular response to hypoxia, DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, nucleus, photoperiodism, flowering, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b39520.2","AT1G50640","ATERF3",1.18962140692926,0.907,0.599,0,0,"Yes","ERF","DNA binding, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, negative regulation of ethylene-activated signaling pathway, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir04Ox-b02750.2","AT2G23320","WRKY15",1.94026605481698,0.985,0.663,0,0,"Yes","WRKY","calmodulin binding, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b33870.2","AT5G05090","MUG13.5",0.973112962280953,0.838,0.401,0,0,"Yes","G2-like","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir03Ox-b10550.2","AT3G11260","WOX5B",0.892806082821465,0.345,0.089,1.76621906734305e-305,3.47238668639644e-301,"Yes","WOX","DNA-binding transcription factor activity, maintenance of root meristem identity, nucleus, positive regulation of stem cell population maintenance, protein binding, response to auxin, sequence-specific DNA binding","DEGs"
"Chir03Ox-b00140.2","AT3G01970","WRKY45",0.854272329592542,0.456,0.073,0,0,"Yes","WRKY","DNA-binding transcription factor activity, nucleus, phosphate ion transport, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding, transcription factor binding","DEGs"
