"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b28440.2","Chir05Ox-b28440.2","AT3G62820","F26K9.250",1.4709139590409,0.53,0.001,0,0,NA,NA,"enzyme inhibitor activity, negative regulation of catalytic activity","GEP_42and DEGs"
"Chir05Ox-b21110.2","Chir05Ox-b21110.2","AT3G55500","ATEXPA16",2.4836894808491,0.403,0.002,0,0,NA,NA,"extracellular region, plant-type cell wall loosening, plant-type cell wall organization, syncytium formation, unidimensional cell growth","GEP_28and DEGs"
"Chir01Ox-b03780.2","Chir01Ox-b03780.2","AT1G04660","T1G11.8",1.6621425503773,0.425,0.002,0,0,NA,NA,"biological_process, cellular_component, molecular_function","GEP_42and DEGs"
"Chir03Ox-b05620.2","Chir03Ox-b05620.2","AT3G06120","MUTE",3.3941068044359,0.425,0.002,0,0,"Yes","bHLH","DNA-binding transcription factor activity, epidermal cell differentiation, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, protein dimerization activity, stomatal complex development, transcription cis-regulatory region binding","GEP_42and DEGs"
"Chir07Ox-b23500.2","Chir07Ox-b23500.2",NA,NA,1.69992295178237,0.707,0.002,0,0,NA,NA,NA,"GEP_42and DEGs"
"Chir01Ox-b08370.2","Chir01Ox-b08370.2","AT1G08810","AtMYB60",1.14545596297234,0.459,0.003,0,0,"Yes","MYB","DNA-binding transcription factor activity, negative regulation of response to water deprivation, nucleus, response to abscisic acid, response to absence of light, response to auxin, response to blue light, response to cold, response to light stimulus, response to salt, response to sucrose, response to UV, response to water deprivation, stomatal movement, transcription cis-regulatory region binding","GEP_28and DEGs"
"Chir02Ox-b18370.2","Chir02Ox-b18370.2","AT1G71866","EPFL7",2.37857410798408,0.547,0.003,0,0,NA,NA,"extracellular region, guard cell differentiation, molecular_function, stomatal complex development","GEP_42and DEGs"
"Chir03Ox-b35560.2","Chir03Ox-b35560.2","AT2G20875","EPF1",2.40478427788011,0.652,0.003,0,0,NA,NA,"extracellular region, guard cell differentiation, molecular_function, negative regulation of stomatal complex development, stomatal complex development, stomatal complex patterning","GEP_42and DEGs"
"Chir01Ox-b17020.2","Chir01Ox-b17020.2","AT1G16960","F17F16.18",1.62588318479544,0.525,0.004,0,0,NA,NA,"biological_process, cytoplasm, molecular_function","GEP_28and DEGs"
"Chir06Ox-b31760.2","Chir06Ox-b31760.2","AT5G07190","ATS3",1.25621147362581,0.503,0.004,0,0,NA,NA,"embryo development ending in seed dormancy, extracellular region, membrane, molecular_function, nucleus","GEP_42and DEGs"
"Chir01Ox-b32160.2","Chir01Ox-b32160.2","AT1G33540","scpl18",1.22046557595869,0.68,0.005,0,0,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups, extracellular region, proteolysis, secondary metabolic process, serine-type carboxypeptidase activity","GEP_42and DEGs"
"Chir08Ox-b21640.2","Chir08Ox-b21640.2",NA,NA,1.32339100654408,0.116,0.006,4.58101348127957e-69,9.00627250419564e-65,NA,NA,NA,"GEP_28and DEGs"
"Chir01Ox-b24670.2","Chir01Ox-b24670.2","AT1G26600","AT1G26600.1",1.16051985862183,0.619,0.011,0,0,NA,NA,"apoplast, cell-cell signaling involved in cell fate commitment, maintenance of root meristem identity, mitochondrion, phloem development, regulation of cell differentiation","GEP_42and DEGs"
"Chir07Ox-b15170.2","Chir07Ox-b15170.2","AT4G18280","GRPL1",4.42291865662746,0.431,0.013,0,0,NA,NA,"cellular_component, molecular_function, response to stress","GEP_28and DEGs"
"Chir03Ox-b30540.2","Chir03Ox-b30540.2","AT2G16630","FOCL1",1.08415046589607,0.331,0.015,3.04323179929152e-235,5.98299371740714e-231,NA,NA,"extracellular region, molecular_function, stomatal complex development","GEP_28and DEGs"
"Chir01Ox-b03210.2","Chir01Ox-b03210.2","AT1G04110","AtSDD1",2.68543605453993,0.392,0.016,0,0,NA,NA,"external side of plasma membrane, extracellular region, regulation of cell population proliferation, serine-type endopeptidase activity, stomatal complex morphogenesis","GEP_42and DEGs"
