"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir06Ox-b10160.2","AT5G48880","PKT1",1.10531423281438,0.583,0.141,0,0,NA,NA,"acetyl-CoA C-acyltransferase activity, chloroplast, cytoplasm, fatty acid beta-oxidation, fatty acid oxidation, peroxisome, phenylacetate catabolic process","DEGs"
"Chir06Ox-b22130.2","AT5G17220","ATGSTF12",2.91213231149007,0.876,0.142,0,0,NA,NA,"anthocyanin-containing compound metabolic process, cation binding, cytoplasm, glutathione binding, glutathione transferase activity, nucleus, plant-type vacuole membrane, regulation of flavonol biosynthetic process, toxin catabolic process","DEGs"
"Chir06Ox-b07350.2","AT5G42800","DFR",3.53417329723638,0.908,0.161,0,0,NA,NA,"anthocyanin-containing compound biosynthetic process, dihydrokaempferol 4-reductase activity, extrinsic component of endoplasmic reticulum membrane, flavanone 4-reductase activity, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, protein binding","DEGs"
"Chir05Ox-b20680.2","AT3G55120","A11",1.73399561779953,0.713,0.192,0,0,NA,NA,"chalcone isomerase activity, chloroplast, cytosol, endoplasmic reticulum, flavonoid biosynthetic process, nucleus, plant-type vacuole membrane, protein binding, response to auxin, response to UV, response to UV-B","DEGs"
"Chir06Ox-b25540.2","AT5G13930","CHS",2.94303125832455,0.765,0.201,0,0,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups, auxin polar transport, chalcone biosynthetic process, chalcone synthase activity, cytoplasm, endoplasmic reticulum, flavonoid biosynthetic process, naringenin-chalcone synthase activity, nucleus, plant-type vacuole membrane, polyketide biosynthetic process, protein binding, regulation of anthocyanin biosynthetic process, response to auxin, response to gravity, response to jasmonic acid, response to oxidative stress, response to UV-B, response to wounding","DEGs"
"Chir08Ox-b04570.2","AT4G04750","AT4G04750.1",1.10320142760088,0.836,0.232,0,0,NA,NA,"carbohydrate transmembrane transporter activity, chloroplast, membrane, mitochondrion, sugar transmembrane transporter activity, transmembrane transport, transmembrane transporter activity","DEGs"
"Chir06Ox-b33690.2","AT5G05270","AtCHIL",2.35064889694858,0.797,0.251,0,0,NA,NA,"chalcone isomerase activity, chloroplast, flavonoid biosynthetic process","DEGs"
"Chir06Ox-b22280.2","AT5G17050","AT5G17050.1",2.31891372897348,0.924,0.263,0,0,NA,NA,"anthocyanidin 3-O-glucosyltransferase activity, chloroplast, daphnetin 3-O-glucosyltransferase activity, flavonol 3-O-glucosyltransferase activity, glycosyltransferase activity, myricetin 3-O-glucosyltransferase activity, quercetin 3-O-glucosyltransferase activity, UDP-glucosyltransferase activity","DEGs"
"Chir04Ox-b19470.2","AT2G37040","ATPAL1",1.77619825949583,0.884,0.279,0,0,NA,NA,"ammonia-lyase activity, cinnamic acid biosynthetic process, cytoplasm, defense response, drought recovery, lignin catabolic process, phenylalanine ammonia-lyase activity, phenylpropanoid biosynthetic process, pollen development, protein binding, response to oxidative stress, response to UV-B, response to wounding, salicylic acid catabolic process","DEGs"
"Chir05Ox-b16580.2","AT3G51240","TT6",1.44959934627696,0.862,0.3,0,0,NA,NA,"cytoplasm, dioxygenase activity, flavonoid biosynthetic process, naringenin 3-dioxygenase activity, response to UV-B","DEGs"
