"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir08Ox-b27120.2","AT5G64530","ANAC104",1.23428584028592,0.177,0.023,5.4593109412638e-24,1.07330053105246e-19,"Yes","NAC","DNA binding, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, regulation of programmed cell death, shoot system development, system development, xylem development","DEGs"
"Chir07Ox-b33690.2","AT4G36160","ANAC076",1.4411509952059,0.531,0.032,7.71107146820581e-167,1.51599665064926e-162,"Yes","NAC","DNA binding, DNA-binding transcription factor activity, nucleus, positive regulation of secondary cell wall biogenesis, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding, xylem vessel member cell differentiation","DEGs"
"Chir07Ox-b30200.2","AT4G32880","ATHB-8",1.81196171585093,0.552,0.035,1.75837583819192e-168,3.45696689788532e-164,"Yes","HD-ZIP","DNA-binding transcription factor activity, lipid binding, meristem initiation, nucleus, positive regulation of cell differentiation, positive regulation of cell population proliferation, primary shoot apical meristem specification, procambium histogenesis, response to auxin, transcription cis-regulatory region binding, xylem development","DEGs"
"Chir05Ox-b02980.2","AT3G25710","ATAIG1",2.03475011206656,0.521,0.056,7.68607812733701e-93,1.51108295983446e-88,"Yes","bHLH","anthocyanin-containing compound biosynthetic process, cellular response to phosphate starvation, DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, root development, root hair cell development","DEGs"
"Chir04Ox-b23870.2","AT2G41130","STC8",1.74859600110533,0.531,0.062,2.61989507723406e-86,5.15071372184216e-82,"Yes","bHLH","chloroplast envelope, DNA-binding transcription factor activity, hyperosmotic salinity response, nucleus, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
"Chir07Ox-b35940.2","AT4G39780","ERF60",1.30656789777058,0.229,0.069,1.22749972964233e-10,2.41326446847682e-06,"Yes","ERF","defense response, DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, response to light stimulus, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir03Ox-b21380.2","AT3G21270","ADOF2",1.46550558566384,0.49,0.113,6.75520151135611e-38,1.32807261713261e-33,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b41000.2","AT1G52150","ATHB-15",1.25869914070467,0.542,0.121,2.81201223127246e-44,5.52841604668167e-40,"Yes","HD-ZIP","determination of bilateral symmetry, determination of dorsal identity, DNA-binding transcription factor activity, integument development, leaf morphogenesis, lipid binding, meristem initiation, meristem maintenance, nucleus, phloem or xylem histogenesis, plant organ morphogenesis, regulation of meristem growth, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b14570.2","AT5G25190","AT5G25190.1",1.03945922997102,0.448,0.134,7.4468843538199e-23,1.46405746396099e-18,"Yes","ERF","DNA-binding transcription factor activity, ethylene-activated signaling pathway, intracellular anatomical structure, nucleus, protein binding, regulation of DNA-templated transcription","DEGs"
"Chir01Ox-b28620.2","AT1G29950","AT1G29950.1",1.99764857171839,0.604,0.254,2.29754574239103e-26,4.51697492954077e-22,"Yes","bHLH","DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
