"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir08Ox-b06190.2",NA,NA,1.65974171690034,0.13,0.003,0,0,NA,NA,NA,"DEGs"
"Chir01Ox-b40890.2","AT1G52040","ATMBP",3.51270862235682,0.667,0.061,0,0,NA,NA,"cytoplasm, defense response, nucleus, plant-type vacuole","DEGs"
"Chir06Ox-b00580.2","AT5G47240","atnudt8",1.10128104314284,0.418,0.102,3.02158858493268e-119,5.94044315797764e-115,NA,NA,"ADP-ribose diphosphatase activity, cytosol, NAD binding, NADH pyrophosphatase activity, response to wounding","DEGs"
"Chir06Ox-b02660.2","AT5G45630","MRA19.3",1.19162613403406,0.503,0.138,2.13387419864837e-124,4.19519667454269e-120,NA,NA,"cellular response to hypoxia, molecular_function, multicellular organismal reproductive process, nucleus, response to bacterium, response to salt stress, response to water deprivation, seed development","DEGs"
"Chir06Ox-b14980.2",NA,NA,2.58997875938585,0.741,0.151,0,0,NA,NA,NA,"DEGs"
"Chir01Ox-b41230.2","AT1G52400","BGL1",3.37788612925204,0.716,0.157,4.53512725761925e-290,8.91606018847945e-286,NA,NA,"abscisic acid glucose ester beta-glucosidase activity, abscisic acid metabolic process, beta-glucosidase activity, carbohydrate metabolic process, chloroplast, defense response to fungus, endoplasmic reticulum, ER body, extracellular region, glucosinolate catabolic process, identical protein binding, nucleus, peroxisome, plant-type vacuole, plasmodesma, positive regulation of abscisic acid-activated signaling pathway, regulation of stomatal movement, response to abscisic acid, response to insect, response to salt stress, response to water deprivation, water homeostasis","DEGs"
"Chir01Ox-b41240.2","AT1G52410","AtTSA1",2.13463853136418,0.799,0.157,0,0,NA,NA,"calcium ion binding, chloroplast, chloroplast thylakoid membrane, defense response to fungus, nucleus, peroxisome, photomorphogenesis, plant-type vacuole, protein binding, secretory vesicle","DEGs"
"Chir06Ox-b14990.2",NA,NA,2.15978681819315,0.725,0.158,9.04863734522176e-286,1.7789621020706e-281,NA,NA,NA,"DEGs"
"Chir05Ox-b12140.2","AT3G47340","ASN1",2.05211703379868,0.513,0.161,9.51398818937636e-113,1.87045007803139e-108,NA,NA,"amino acid catabolic process, asparagine biosynthetic process, asparagine synthase (glutamine-hydrolyzing) activity, cellular response to sucrose starvation, cytoplasm, cytosol, glycolytic process, L-asparagine biosynthetic process, response to absence of light, response to fructose, response to glucose, response to sucrose","DEGs"
"Chir07Ox-b35440.2","AT4G37980","ELI3",1.11833874895543,0.768,0.171,1.55693274367205e-296,3.06092977405924e-292,NA,NA,"cinnamyl-alcohol dehydrogenase activity, cytoplasm, green leaf volatile biosynthetic process, lignin biosynthetic process, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, plant-type hypersensitive response, plasma membrane, response to bacterium, sinapyl alcohol dehydrogenase activity, zinc ion binding","DEGs"
