"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","AT_ID","TF","TF_family","Gene_code_name","Gene_functions"
"Chir02Ox-b15930.2",2.21892397694371e-71,0.299743923922319,0.215,0.044,4.36240453867133e-67,"AT1G69490","Yes","NAC","ANAC029","DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower development, fruit ripening, leaf senescence, multidimensional cell growth, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding"
"Chir02Ox-b16020.2",6.02058377723163e-34,0.395956221889717,0.23,0.081,1.18364677060374e-29,"AT1G69570","Yes","Dof","CDF5","DNA binding, DNA-binding transcription factor activity, negative regulation of long-day photoperiodism, flowering, negative regulation of short-day photoperiodism, flowering, nucleus, regulation of DNA-templated transcription"
"Chir03Ox-b15220.2",7.18578116684187e-17,0.284256558659825,0.211,0.101,1.41272457740111e-12,"AT3G15500","Yes","NAC","ATNAC3","DNA-binding transcription factor activity, jasmonic acid mediated signaling pathway, nucleus, protein binding, regulation of DNA-templated transcription, response to water deprivation"
"Chir04Ox-b29600.2",7.51585439415585e-48,0.382933143837818,0.323,0.117,1.47761697389104e-43,"AT2G46680","Yes","HD-ZIP","ATHB-7","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, positive regulation of DNA-templated transcription, protein binding, response to abscisic acid, response to water deprivation, sequence-specific DNA binding, transcription cis-regulatory region binding"
"Chir02Ox-b15240.2",3.61334447701681e-30,0.389374363176627,0.491,0.269,7.10383524181506e-26,"AT1G68840","Yes","RAV","RAP2.8","cellular response to hypoxia, DNA binding, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding"
"Chir06Ox-b11160.2",3.13536418814403e-76,0.648080654849161,0.756,0.4,6.16412599389116e-72,"AT5G49450","Yes","bZIP","AtbZIP1","anther dehiscence, cellular response to glucose stimulus, cellular response to starvation, DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, regulation of cellular amino acid metabolic process, response to bacterium, response to osmotic stress, response to salt stress, sequence-specific DNA binding, sugar mediated signaling pathway, transcription cis-regulatory region binding"
"Chir04Ox-b02760.2",4.03820826240543e-13,0.32248686188239,0.615,0.501,7.93911744388908e-09,"AT2G23340","Yes","ERF","AT2G23340.1","carboxylic acid biosynthetic process, developmental growth, DNA-binding transcription factor activity, flavonoid metabolic process, inorganic ion homeostasis, nucleus, regulation of DNA-templated transcription, response to fungus, response to water deprivation, response to wounding, transcription cis-regulatory region binding"
"Chir06Ox-b04970.2",1.48624739429489e-15,0.282070829306584,0.735,0.595,2.92196237718376e-11,"AT5G44190","Yes","G2-like","GLK2","chloroplast organization, DNA binding, DNA-binding transcription factor activity, negative regulation of flower development, negative regulation of leaf senescence, nucleus, positive regulation of DNA-templated transcription, protein binding, regulation of chlorophyll biosynthetic process, transcription cis-regulatory region binding"
"Chir07Ox-b10460.2",3.05647416468816e-14,0.255835857196304,0.725,0.661,6.00902820777693e-10,"AT4G14540","Yes","NF-YB","NF-YB3","CCAAT-binding factor complex, cytosol, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, regulation of transcription by RNA polymerase II, response to heat, response to water deprivation, RNA polymerase II cis-regulatory region sequence-specific DNA binding"
"Chir06Ox-b11770.2",5.17862544764265e-23,0.374681445524923,0.851,0.737,1.01811776300654e-18,"AT5G28770","Yes","bZIP","BZO2H3","cellular response to abscisic acid stimulus, cellular response to glucose stimulus, cellular response to starvation, DNA-binding transcription factor activity, entrainment of circadian clock, identical protein binding, kinase binding, nucleus, protein binding, protein heterodimerization activity, protein self-association, regulation of DNA-templated transcription"
"Chir04Ox-b04450.2",2.8167793306871e-17,0.314261687270875,0.952,0.883,5.53778816413083e-13,"AT2G25900","Yes","C3H","ATTZF1","cytoplasm, DNA binding, DNA-binding transcription factor activity, mRNA destabilization, nucleus, regulation of DNA-templated transcription, RNA binding, single-stranded RNA binding"
