"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir02Ox-b20850.2","AT1G74010","AT1G74010.1",1.06206952537799,0.275,0.012,0,0,NA,NA,"biosynthetic process, extracellular region, mitochondrion, plant-type cell wall, plasma membrane, response to abscisic acid, response to wounding, strictosidine synthase activity","DEGs"
"Chir07Ox-b12060.2","AT4G15610","CASPL1D1",1.02942712631377,0.136,0.014,2.5483008069874e-262,5.00995938653723e-258,NA,NA,"4 iron, 4 sulfur cluster binding, carboxylic acid metabolic process, cellular catabolic process, cellular response to abscisic acid stimulus, defense response to bacterium, defense response to fungus, endosome, Golgi apparatus, hormone-mediated signaling pathway, leaf senescence, plasma membrane, response to hypoxia, response to inorganic substance, response to oxidative stress, response to salicylic acid, systemic acquired resistance, toxin metabolic process, trans-Golgi network","DEGs"
"Chir01Ox-b27850.2","AT1G29290","CEP14",1.07669130453623,0.257,0.018,0,0,NA,NA,"apoplast, cellular response to nitrogen starvation, hormone activity, nitrate import, regulation of root development, response to carbon dioxide, response to osmotic stress","DEGs"
"Chir04Ox-b26260.2","AT2G43510","ATTI1",1.03904084985379,0.347,0.02,0,0,NA,NA,"defense response, defense response to fungus, extracellular region, secretory vesicle, serine-type endopeptidase inhibitor activity, sodium channel inhibitor activity","DEGs"
"Chir06Ox-b33630.2","AT5G05340","AT5G05340.1",2.07232366625011,0.299,0.021,0,0,NA,NA,"apoplast, extracellular region, Golgi apparatus, heme binding, lignin biosynthetic process, plant-type cell wall, positive regulation of syringal lignin biosynthetic process, protein binding, response to oxidative stress, xylem development","DEGs"
"Chir06Ox-b13450.2","AT5G26340","STP13",1.34309924113151,0.334,0.024,0,0,NA,NA,"carbohydrate transmembrane transporter activity, cytoplasm, hexose:proton symporter activity, high-affinity glucose:proton symporter activity, monosaccharide transmembrane transport, monosaccharide transmembrane transporter activity, plasma membrane, plasmodesma, plastid, response to abscisic acid, response to salt stress, response to water deprivation","DEGs"
"Chir04Ox-b22870.2","AT2G40180","ATHPP2C5",1.203441280359,0.407,0.025,0,0,NA,NA,"abscisic acid-activated signaling pathway, mitochondrion, myosin phosphatase activity, nucleus, protein dephosphorylation, protein serine/threonine phosphatase activity, stomatal lineage progression","DEGs"
"Chir03Ox-b22100.2","AT3G22060","MZN24.26",1.9332537823147,0.411,0.026,0,0,NA,NA,"cytosol, extracellular region, molecular_function, plant-type cell wall, plant-type vacuole, response to abscisic acid, secretory vesicle","DEGs"
"Chir07Ox-b11440.2","AT4G15120","DL3605W",1.22147634618989,0.467,0.057,0,0,NA,NA,"carboxylic acid metabolic process, defense response to bacterium, molecular_function, nucleus, organic acid biosynthetic process, response to abscisic acid, secondary metabolic process","DEGs"
"Chir05Ox-b14840.2","AT3G49780","ATPSK4",3.06464002474885,0.522,0.058,0,0,NA,NA,"cell differentiation, cell population proliferation, cellular catabolic process, cellular response to hypoxia, defense response to bacterium, defense response to fungus, extracellular matrix, extracellular region, Golgi apparatus, immune system process, plant organ morphogenesis, response to chitin, response to inorganic substance, response to salicylic acid, response to wounding, signal transduction","DEGs"
