"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b40890.2","AT1G52040","ATMBP",1.5860137126638,0.177,0.059,3.33870253356537e-133,6.56388918098951e-129,NA,NA,"cytoplasm, defense response, nucleus, plant-type vacuole","DEGs"
"Chir05Ox-b05920.2","AT3G28220","AT3G28220.1",1.29157978465989,0.249,0.083,2.56577699341588e-199,5.04431756905563e-195,NA,NA,"alpha-amino acid metabolic process, amine metabolic process, cellular component assembly, chloroplast envelope, cytosol, nucleus, plant-type vacuole, response to jasmonic acid, response to wounding, secondary metabolic process","DEGs"
"Chir01Ox-b40930.2",NA,NA,1.19911213908396,0.678,0.308,0,0,NA,NA,NA,"DEGs"
"Chir01Ox-b40880.2",NA,NA,1.37703831953107,0.726,0.361,0,0,NA,NA,NA,"DEGs"
"Chir01Ox-b08930.2","AT1G09340","CRB",1.11808618124238,0.937,0.625,0,0,NA,NA,"apoplast, cellular response to water deprivation, chloroplast, chloroplast envelope, chloroplast organization, chloroplast stroma, circadian rhythm, cytosol, DNA binding, extracellular region, Golgi apparatus, heteropolysaccharide binding, monosaccharide metabolic process, mRNA binding, peroxisome, plant-type vacuole, plasmodesma, plastid translation, plastid-encoded plastid RNA polymerase complex, plastoglobule, positive regulation of DNA-templated transcription, positive regulation of translation, protein binding, regulation of gene expression, response to cold, response to wounding, ribosome, RNA binding, rRNA processing, stromule","DEGs"
"Chir04Ox-b09790.2",NA,NA,0.973892520578635,0.937,0.568,0,0,NA,NA,NA,"DEGs"
"Chir03Ox-b22180.2","AT3G22142",NA,0.774973303366448,0.995,0.691,0,0,NA,NA,"cell differentiation, cellular_component, molecular_function, root development, shoot system development, tissue development","DEGs"
"Chir02Ox-b21810.2","AT1G74880","NDH-O",0.74381868142796,0.912,0.537,0,0,NA,NA,"chloroplast, chloroplast thylakoid membrane, mitochondrion, NAD(P)H dehydrogenase complex (plastoquinone), oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor, plasma membrane","DEGs"
"Chir02Ox-b20340.2",NA,NA,0.710841587744236,0.199,0.076,2.4891865102205e-122,4.8937406790935e-118,NA,NA,NA,"DEGs"
"Chir05Ox-b05320.2",NA,NA,0.701961506448504,0.959,0.653,0,0,NA,NA,NA,"DEGs"
