"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b41500.2","Chir01Ox-b41500.2","AT1G52690","LEA7",0.372653443650713,0.112,0.013,0.394186095099937,3,7.19921840366266e-197,1.41536633816008e-192,NA,NA,"cytosol, molecular_function, protein stabilization, response to freezing, response to water deprivation","GEP_21"
"Chir05Ox-b04600.2","Chir05Ox-b04600.2",NA,NA,0.712368401796827,0.373,0.028,0.305717251621368,9,0,0,NA,NA,NA,"GEP_21"
"Chir07Ox-b19300.2","Chir07Ox-b19300.2","AT4G22620","SAUR34",0.765361912028007,0.315,0.044,0.161902256909987,44,0,0,NA,NA,"cellular response to hormone stimulus, mitochondrion, molecular_function, response to abscisic acid, response to auxin, response to water deprivation, response to wounding, signal transduction","GEP_21"
"Chir02Ox-b23120.2","Chir02Ox-b23120.2","AT1G76070","AT1G76070.1",1.11720159261743,0.627,0.071,0.265074000550348,15,0,0,NA,NA,"cellular response to lipid, defense response to bacterium, defense response to fungus, hormone-mediated signaling pathway, immune system process, jasmonic acid mediated signaling pathway, monocarboxylic acid metabolic process, nucleus, organic acid biosynthetic process, protein binding, regulation of defense response, response to abscisic acid, response to chitin, response to inorganic substance, response to organic cyclic compound, response to oxidative stress, response to salt stress, response to temperature stimulus, response to wounding","GEP_21"
"Chir08Ox-b09780.2","Chir08Ox-b09780.2","AT4G08555",NA,1.75081905403,0.592,0.079,0.344241845859404,7,0,0,NA,NA,"cellular_component, molecular_function, response to inorganic substance","GEP_21"
"Chir01Ox-b28790.2","Chir01Ox-b28790.2","AT1G30260","AT1G30260.1",0.306230180251566,0.255,0.091,0.216504844270021,28,7.51409350289813e-117,1.47727078266977e-112,NA,NA,"mitochondrion, response to cytokinin","GEP_21"
"Chir03Ox-b01260.2","Chir03Ox-b01260.2","AT3G02140","TMAC2",1.00509585468698,0.498,0.093,0.232883549013087,23,0,0,NA,NA,"negative regulation of abscisic acid-activated signaling pathway, negative regulation of DNA-templated transcription, nucleus, protein binding, regulation of starch biosynthetic process, response to abscisic acid, response to salt stress, signal transduction","GEP_21"
"Chir03Ox-b22130.2","Chir03Ox-b22130.2","AT3G22100","MZN24.31",0.4731074850403,0.344,0.104,0.336359771806431,8,1.60984319435448e-221,3.16495172010091e-217,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","GEP_21"
"Chir08Ox-b03770.2","Chir08Ox-b03770.2","AT4G03510","ATRMA1",1.53414522314962,0.563,0.105,0.192115102150748,33,0,0,NA,NA,"endoplasmic reticulum, ER-associated misfolded protein catabolic process, membrane, nucleus, protein exit from endoplasmic reticulum, secretion by cell, ubiquitin protein ligase activity, ubiquitin-dependent protein catabolic process, ubiquitin-like protein conjugating enzyme binding, ubiquitin-protein transferase activity","GEP_21"
"Chir05Ox-b28600.2","Chir05Ox-b28600.2","AT3G62990","T20O10.90",1.5674011764312,0.635,0.113,0.381447885886644,4,0,0,NA,NA,"catabolic process, molecular_function, monocarboxylic acid metabolic process, nucleus, response to abscisic acid, response to osmotic stress, response to water deprivation","GEP_21"
