"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir03Ox-b29450.2","Chir03Ox-b29450.2","AT2G15310","ATARFB1A",1.46441682550577,0.301,0.001,0,0,NA,NA,"cytoplasm, Golgi apparatus, GTP binding, GTPase activity, intracellular protein transport, N-terminal protein myristoylation, vesicle-mediated transport","GEP_31and DEGs",1
"Chir06Ox-b21880.2","Chir06Ox-b21880.2","AT5G17450","AtHMP45",1.03465968945437,0.288,0.001,0,0,NA,NA,"cadmium ion homeostasis, detoxification of cadmium ion, metal ion binding, metal ion transport, nucleus","GEP_31and DEGs",2
"Chir06Ox-b36350.2","Chir06Ox-b36350.2","AT5G02600","NPCC6",1.2838740287865,0.397,0.001,0,0,NA,NA,"chloroplast, cytoplasm, flower development, metal ion binding, nucleus, phloem transport, root morphogenesis, sodium ion homeostasis","GEP_31and DEGs",3
"Chir04Ox-b12290.2","Chir04Ox-b12290.2",NA,NA,1.19900706886803,0.158,0.001,0,0,NA,NA,NA,"DEGs",4
"Chir06Ox-b06140.2","Chir06Ox-b06140.2","AT5G43380","TOPP6",1.15218407937793,0.247,0.001,0,0,NA,NA,"aging, cytoplasm, mitochondrion, myosin phosphatase activity, nucleus, protein dephosphorylation, protein serine/threonine phosphatase activity, response to light stimulus","DEGs",5
"Chir06Ox-b12610.2","Chir06Ox-b12610.2","AT5G27690","AT5G27690.1",1.02373671028628,0.281,0.001,0,0,NA,NA,"cellular response to hormone stimulus, nucleus, oxoacid metabolic process, protein binding","DEGs",6
"Chir07Ox-b16700.2","Chir07Ox-b16700.2","AT4G19840","ATPP2-A1",1.23071471653872,0.178,0.001,0,0,NA,NA,"carbohydrate binding, proteoglycan binding, response to insect","DEGs",7
"Chir08Ox-b19560.2","Chir08Ox-b19560.2","AT5G57350","AHA3",1.19986998748138,0.219,0.001,0,0,NA,NA,"ATP hydrolysis activity, chloroplast, ion transmembrane transport, magnesium ion binding, P-type ion transporter activity, P-type proton-exporting transporter activity, plasma membrane, plasmodesma, plastid, proton export across plasma membrane, proton transmembrane transport, regulation of intracellular pH","DEGs",8
"Chir04Ox-b29550.2","Chir04Ox-b29550.2","AT2G46630","T3A4.1",2.26751604064948,0.342,0.002,0,0,NA,NA,"molecular_function, nucleus, tissue development","GEP_31and DEGs",9
"Chir08Ox-b01400.2","Chir08Ox-b01400.2","AT4G00880","SAUR31",1.10523413728459,0.336,0.002,0,0,NA,NA,"mitochondrion, molecular_function, organelle organization, response to auxin","GEP_31and DEGs",10
"Chir08Ox-b16630.2","Chir08Ox-b16630.2","AT5G54660","MRB17.16",1.32872155344014,0.363,0.002,0,0,NA,NA,"biological_process, chloroplast, molecular_function","GEP_31and DEGs",11
"Chir05Ox-b02240.2","Chir05Ox-b02240.2","AT2G03500","HHO4",0.700186453391269,0.342,0.002,0,0,"Yes","G2-like","DNA-binding transcription factor activity, gibberellic acid mediated signaling pathway, histone H3-K36 methylation, negative regulation of long-day photoperiodism, flowering, negative regulation of nucleic acid-templated transcription, nucleus, protein binding, regulation of DNA-templated transcription, response to temperature stimulus","DEGs",12
"Chir04Ox-b18890.2","Chir04Ox-b18890.2","AT2G36650","F13K3.5",1.35945356483448,0.144,0.002,3.78974771152872e-211,7.45064400086546e-207,NA,NA,"alpha-amino acid metabolic process, cellular response to hormone stimulus, cellular response to oxygen-containing compound, chloroplast organization, chloroplast outer membrane, defense response to other organism, molecular_function, nucleus, regulation of defense response, response to chitin, response to jasmonic acid, response to wounding, signal transduction","DEGs",13
"Chir02Ox-b16470.2","Chir02Ox-b16470.2","AT1G69970","AT1G69970.2",1.11350370130452,0.295,0.003,0,0,NA,NA,"apoplast, cell-cell signaling involved in cell fate commitment, maintenance of root meristem identity, mitochondrion, phloem development, receptor serine/threonine kinase binding, regulation of cell differentiation","GEP_3and DEGs",14
"Chir06Ox-b36800.2","Chir06Ox-b36800.2","AT5G02140","AT5G02140.1",0.882781905477297,0.219,0.003,0,0,NA,NA,"defense response, extracellular region, protein binding","GEP_3and DEGs",15
"Chir03Ox-b21760.2","Chir03Ox-b21760.2","AT3G21600","MIL23.17",1.60598103867079,0.384,0.003,0,0,NA,NA,"molecular_function, nucleus, plasma membrane, response to inorganic substance, secondary metabolic process","GEP_31and DEGs",16
"Chir07Ox-b12590.2","Chir07Ox-b12590.2",NA,NA,1.89984397863485,0.342,0.003,0,0,NA,NA,NA,"GEP_31and DEGs",17
"Chir08Ox-b05320.2","Chir08Ox-b05320.2",NA,NA,3.46400075937297,0.301,0.004,0,0,NA,NA,NA,"GEP_3and DEGs",18
"Chir02Ox-b26600.2","Chir02Ox-b26600.2","AT1G79430","WDY",2.01312430396031,0.452,0.004,0,0,"Yes","G2-like","DNA-binding transcription factor activity, mitochondrion, nucleus, phloem development, positive regulation of DNA-templated transcription, protein binding, regulation of DNA-templated transcription, xylem development","GEP_31and DEGs",19
"Chir02Ox-b14140.2","Chir02Ox-b14140.2","AT1G67870","AT1G67870.1",1.69221984314312,0.116,0.004,2.90903213074968e-101,5.71915716905387e-97,NA,NA,"biological_process, extracellular region","DEGs",20
"Chir04Ox-b12270.2","Chir04Ox-b12270.2","AT2G30540","ROXY7",1.91931966595622,0.178,0.004,1.05089711091363e-208,2.0660637200562e-204,NA,NA,"cytoplasm, glutathione oxidoreductase activity, nucleus, protein binding","DEGs",21
"Chir02Ox-b17030.2","Chir02Ox-b17030.2","AT1G70505",NA,1.00165405272064,0.336,0.005,0,0,NA,NA,"chloroplast, membrane, molecular_function, tissue development","GEP_31and DEGs",22
"Chir01Ox-b09860.2","Chir01Ox-b09860.2","AT1G10155","ATPP2-A10",1.07402454433237,0.295,0.006,0,0,NA,NA,"cellular_component, molecular_function, regulation of post-embryonic development, response to light stimulus","DEGs",23
"Chir03Ox-b00160.2","Chir03Ox-b00160.2",NA,NA,0.845158656328016,0.247,0.008,5.94918629398759e-207,1.16961002539796e-202,NA,NA,NA,"GEP_3and DEGs",24
"Chir04Ox-b22430.2","Chir04Ox-b22430.2","AT2G39830","AT2G39830.3",1.07959452146148,0.404,0.008,0,0,NA,NA,"chloroplast, peptidase activity, phloem development, protein binding, regulation of DNA endoreduplication, root development, ubiquitin binding","DEGs",25
"Chir06Ox-b20190.2","Chir06Ox-b20190.2","AT5G18970","F17K4.4",2.95751554008031,0.158,0.009,5.01180159479911e-73,9.85320193537504e-69,NA,NA,"biological_process, cellular_component, molecular_function","GEP_3and DEGs",26
"Chir06Ox-b34070.2","Chir06Ox-b34070.2","AT5G04890","RTM2",0.894884667845308,0.164,0.019,4.63833846664068e-36,9.11897342541558e-32,NA,NA,"molecular_function, plasma membrane, response to virus, transport of virus in host, tissue to tissue","GEP_3and DEGs",27
"Chir01Ox-b07120.2","Chir01Ox-b07120.2","AT1G07640","OBP2",0.745364660145373,0.363,0.02,7.30141767170184e-174,1.43545871425658e-169,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regionalization, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, regulation of root development, response to insect, response to jasmonic acid, response to wounding, root radial pattern formation, transcription cis-regulatory region binding","DEGs",28
"Chir06Ox-b14960.2","Chir06Ox-b14960.2","AT5G24800","ATBZIP9",1.39235372239727,0.301,0.024,3.09778665413241e-102,6.09024856202432e-98,"Yes","bZIP","cellular response to glucose stimulus, DNA-binding transcription factor activity, nucleus, protein binding, protein heterodimerization activity, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs",29
"Chir05Ox-b10420.2","Chir05Ox-b10420.2","AT3G45610","AT3G45610.1",0.96011422931885,0.349,0.025,1.03442940451447e-131,2.03368820927546e-127,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, root radial pattern formation, transcription cis-regulatory region binding","DEGs",30
"Chir03Ox-b00420.2","Chir03Ox-b00420.2","AT3G01670","AT3G01670.2",1.97796131170815,0.226,0.029,8.32999178252602e-45,1.63767638444462e-40,NA,NA,"chloroplast, nucleus, phloem development, protein binding, protein homodimerization activity, protein self-association","GEP_3and DEGs",31
"Chir06Ox-b25450.2","Chir06Ox-b25450.2","AT5G14000","anac084",0.81807080899367,0.171,0.04,3.62644142368434e-16,7.12958383896341e-12,"Yes","NAC","carboxylic acid biosynthetic process, cellular catabolic process, cellular lipid metabolic process, DNA binding, DNA-binding transcription factor activity, lipid biosynthetic process, nucleus, organic cyclic compound catabolic process, organic hydroxy compound metabolic process, regulation of DNA-templated transcription, response to salt stress, secondary metabolic process, transcription cis-regulatory region binding","DEGs",32
"Chir03Ox-b00650.2","Chir03Ox-b00650.2","AT3G01470","ATHB-1",0.723744508303637,0.342,0.043,1.2146337181405e-71,2.38796988986423e-67,"Yes","HD-ZIP","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, leaf morphogenesis, negative regulation of translation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell growth, response to blue light, response to salt stress, sequence-specific DNA binding","DEGs",33
"Chir02Ox-b16030.2","Chir02Ox-b16030.2","AT1G69580","AT1G69580.1",1.28087356938715,0.37,0.044,9.87868600570113e-83,1.94214966872084e-78,"Yes","G2-like","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs",34
"Chir07Ox-b34150.2","Chir07Ox-b34150.2","AT4G36710","HAM4",0.648081650652016,0.295,0.053,1.08045284602122e-39,2.12417029527773e-35,"Yes","GRAS","cell differentiation, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of shoot system development, sequence-specific DNA binding","DEGs",35
"Chir07Ox-b30800.2","Chir07Ox-b30800.2","AT4G33490","F17M5.250",1.07516668815154,0.192,0.063,3.12216198405555e-11,6.13817046065322e-07,NA,NA,"aspartic-type endopeptidase activity, biological_process, extracellular region","GEP_3and DEGs",36
"Chir07Ox-b35940.2","Chir07Ox-b35940.2","AT4G39780","ERF60",0.929289958220352,0.226,0.068,9.22498387984479e-15,1.81363183077749e-10,"Yes","ERF","defense response, DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, response to light stimulus, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs",37
"Chir01Ox-b05840.2","Chir01Ox-b05840.2","AT1G06490","ATGSL07",0.779240473401898,0.199,0.076,2.97502519199596e-09,5.84889952746406e-05,NA,NA,"(1->3)-beta-D-glucan biosynthetic process, 1,3-beta-D-glucan synthase activity, 1,3-beta-D-glucan synthase complex, callose deposition in phloem sieve plate, glucosyltransferase activity, glycosyltransferase activity, mitochondrion, phloem transport, plasma membrane","GEP_3and DEGs",38
"Chir07Ox-b16040.2","Chir07Ox-b16040.2","AT4G19060","AT4G19060.1",0.970164651080754,0.253,0.081,1.33086538364153e-15,2.61648134423926e-11,NA,NA,"ADP binding, biological_process, nucleus","GEP_3and DEGs",39
"Chir01Ox-b27710.2","Chir01Ox-b27710.2","AT1G29160","COG1",0.606596195220748,0.301,0.091,2.1449850303093e-20,4.21704056958808e-16,"Yes","Dof","DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, seed coat development, transcription cis-regulatory region binding","DEGs",40
