"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source","rank"
"Chir06Ox-b35150.2","Chir06Ox-b35150.2","AT5G67651","RCO",0.484059732154093,0.215,0.012,0,0,"Yes",NA,"Leaf Complexity","DEGs",1
"Chir06Ox-b35870.2","Chir06Ox-b35870.2","AT5G03150","JKD",0.333238524565121,0.293,0.025,0,0,"Yes","C2H2","asymmetric cell division, DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell division, regulation of DNA-templated transcription, regulation of epidermal cell differentiation, regulation of meristem growth, root development, sequence-specific DNA binding","GEP_32and DEGs",2
"Chir08Ox-b07590.2","Chir08Ox-b07590.2","AT4G10640","ABS6",0.65882209779536,0.3,0.03,0,0,NA,NA,"biological_process, calmodulin binding, microtubule, nucleus, plasma membrane, protein binding","GEP_32and DEGs",3
"Chir05Ox-b16230.2","Chir05Ox-b16230.2","AT3G50870","HAN",0.478121479456135,0.292,0.034,0,0,"Yes","GATA","cotyledon development, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower development, negative regulation of DNA-templated transcription, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, regulation of flower development, regulation of meristem structural organization, sequence-specific DNA binding, zinc ion binding","GEP_32and DEGs",4
"Chir01Ox-b42060.2","Chir01Ox-b42060.2","AT1G53180","F12M16.8",0.355297866101496,0.314,0.035,0,0,NA,NA,"hormone-mediated signaling pathway, molecular_function, nucleus, protein localization, regulation of signal transduction","GEP_32and DEGs",5
"Chir01Ox-b35290.2","Chir01Ox-b35290.2","AT1G44830","AtERF014",0.511951935667159,0.351,0.036,0,0,"Yes","ERF","DNA-binding transcription factor activity, jasmonic acid and ethylene-dependent systemic resistance, nucleus, positive regulation of DNA-templated transcription, regulation of innate immune response, regulation of pectin biosynthetic process, salicylic acid mediated signaling pathway, transcription cis-regulatory region binding","DEGs",6
"Chir03Ox-b30470.2","Chir03Ox-b30470.2","AT2G16580","SAUR8",0.452565185116362,0.354,0.051,0,0,NA,NA,"mitochondrion, molecular_function, response to abscisic acid, response to auxin","GEP_32and DEGs",7
"Chir04Ox-b20280.2","Chir04Ox-b20280.2",NA,NA,0.619955072398403,0.348,0.064,0,0,NA,NA,NA,"GEP_32and DEGs",8
"Chir07Ox-b11520.2","Chir07Ox-b11520.2","AT4G15210","ATBETA-AMY",1.16687881188732,0.478,0.075,0,0,NA,NA,"amylopectin maltohydrolase activity, beta-amylase activity, extracellular region, response to herbivore, secretory vesicle, starch catabolic process","DEGs",9
"Chir01Ox-b29650.2","Chir01Ox-b29650.2","AT1G31040","PLATZ3",0.450418726039304,0.461,0.079,0,0,NA,NA,"leaf development, leaf senescence, mitochondrion, nucleus, response to auxin, response to cytokinin","GEP_32and DEGs",10
"Chir06Ox-b17160.2","Chir06Ox-b17160.2","AT5G22580","AT5G22580.1",1.20107219823177,0.308,0.088,9.7288767144324e-217,1.91269716205741e-212,NA,NA,"chloroplast, cytosol, defense response to other organism, plastid, regulation of hormone levels, tissue development","DEGs",11
"Chir05Ox-b20810.2","Chir05Ox-b20810.2","AT3G55240","T26I12.120",0.60523863635044,0.282,0.09,2.46532155869982e-166,4.84682218440385e-162,NA,NA,"chloroplast, developmental process, molecular_function","GEP_32and DEGs",12
