"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir06Ox-b36510.2","AT5G02460","AT5G02460.1",1.45540385592482,0.858,0.009,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, plasmodesmata-mediated intercellular transport, polarity specification of adaxial/abaxial axis, regulation of DNA-templated transcription, root radial pattern formation","DEGs"
"Chir02Ox-b03290.2","AT1G62300","WRKY6",1.13902029041012,0.811,0.128,8.71149457484371e-92,1.71267983341427e-87,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b26410.2","AT4G29190","AtOZF2",1.2648959664581,0.896,0.482,7.90530470109929e-39,1.55418290423612e-34,"Yes","C3H","DNA-binding transcription factor activity, nucleus, plasma membrane, regulation of DNA-templated transcription","DEGs"
"Chir04Ox-b02760.2","AT2G23340","AT2G23340.1",0.869518100586128,0.943,0.502,2.74253106207411e-30,5.39181606803769e-26,"Yes","ERF","carboxylic acid biosynthetic process, developmental growth, DNA-binding transcription factor activity, flavonoid metabolic process, inorganic ion homeostasis, nucleus, regulation of DNA-templated transcription, response to fungus, response to water deprivation, response to wounding, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b03170.2","AT5G39610","ATNAC2",0.831823042225411,0.208,0.005,6.25576493019879e-185,1.22988338527708e-180,"Yes","NAC","DNA-binding transcription factor activity, floral organ senescence, lateral root development, leaf senescence, nucleus, positive regulation of age-related resistance, positive regulation of DNA-binding transcription factor activity, positive regulation of DNA-templated transcription, positive regulation of leaf senescence, positive regulation of programmed cell death, protein binding, protein homodimerization activity, regulation of gene expression, regulation of seed germination, response to abscisic acid, response to auxin, response to ethylene, response to hydrogen peroxide, response to oxidative stress, response to salt, response to salt stress, sequence-specific DNA binding, stress-induced premature senescence, transcription cis-regulatory region binding","DEGs"
"Chir08Ox-b28260.2","AT5G65590","AT5G65590.1",0.807709700556825,0.698,0.036,3.26727827744013e-281,6.4234690934473e-277,"Yes","Dof","DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, regulation of cell wall pectin metabolic process, regulation of DNA-templated transcription, sequence-specific DNA binding, stomatal movement","DEGs"
"Chir01Ox-b30900.2","AT1G32330","ATHSFA1D",0.73667141392964,0.821,0.187,6.70027282932723e-74,1.31727363824573e-69,"Yes","HSF","cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to heat, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding","DEGs"
"Chir06Ox-b31830.2","AT5G07100","WRKY26",0.711394601417663,0.736,0.212,4.76267671343239e-40,9.36342241860807e-36,"Yes","WRKY","cellular heat acclimation, cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding","DEGs"
"Chir08Ox-b20840.2","AT5G58620","AT5G58620.1",0.670491913134021,0.858,0.345,2.29590667599798e-37,4.51375252501203e-33,"Yes","C3H","chloroplast, cytoplasmic stress granule, DNA-binding transcription factor activity, P-body, protein binding, regulation of DNA-templated transcription, RNA binding, translation","DEGs"
"Chir05Ox-b19860.2","AT3G54390","T14E10.5",0.621543935971156,0.67,0.042,1.7356584840437e-217,3.41230457962992e-213,"Yes","Trihelix","DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
