"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b01300.2","Chir05Ox-b01300.2","AT2G02250","AtPP2-B2",1.2032280485824,0.654,0.001,0,0,NA,NA,"carbohydrate binding, nucleus","GEP_41and DEGs"
"Chir06Ox-b11430.2","Chir06Ox-b11430.2",NA,NA,1.66935287521109,0.452,0.003,0,0,NA,NA,NA,"GEP_41and DEGs"
"Chir02Ox-b17620.2","Chir02Ox-b17620.2","AT1G71050","HIPP20",2.87817671577263,0.904,0.004,0,0,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","GEP_41and DEGs"
"Chir06Ox-b11990.2","Chir06Ox-b11990.2",NA,NA,1.81744148980492,0.452,0.004,0,0,NA,NA,NA,"GEP_41and DEGs"
"Chir03Ox-b24280.2","Chir03Ox-b24280.2","AT3G24140","FMA",2.30500937979279,0.923,0.005,0,0,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","GEP_41and DEGsand DEGs"
"Chir01Ox-b01210.2","Chir01Ox-b01210.2",NA,NA,3.85350679550413,0.913,0.006,0,0,NA,NA,NA,"GEP_41and DEGs"
"Chir04Ox-b21420.2","Chir04Ox-b21420.2","AT2G38900","T7F6.7",1.74475076417301,0.625,0.006,0,0,NA,NA,"defense response, extracellular region, molecular_function, response to wounding","GEP_41and DEGs"
"Chir05Ox-b23410.2","Chir05Ox-b23410.2","AT3G57600","F15B8.210",2.5032212151261,0.885,0.006,0,0,"Yes","ERF","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, response to stress, transcription cis-regulatory region binding","GEP_41and DEGsand DEGs"
"Chir06Ox-b13650.2","Chir06Ox-b13650.2",NA,NA,6.15820806167352,0.567,0.012,0,0,NA,NA,NA,"GEP_41and DEGs"
"Chir08Ox-b09940.2","Chir08Ox-b09940.2",NA,NA,3.819389685766,0.933,0.016,0,0,NA,NA,NA,"GEP_41and DEGs"
"Chir06Ox-b36510.2","Chir06Ox-b36510.2","AT5G02460","AT5G02460.1",1.46931128226947,0.856,0.009,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, plasmodesmata-mediated intercellular transport, polarity specification of adaxial/abaxial axis, regulation of DNA-templated transcription, root radial pattern formation","DEGs"
"Chir02Ox-b03290.2","Chir02Ox-b03290.2","AT1G62300","WRKY6",1.15834961404271,0.817,0.128,6.45584037875397e-92,1.26921821846303e-87,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b26410.2","Chir07Ox-b26410.2","AT4G29190","AtOZF2",1.27588556842777,0.894,0.482,3.31639632270616e-38,6.5200351704403e-34,"Yes","C3H","DNA-binding transcription factor activity, nucleus, plasma membrane, regulation of DNA-templated transcription","DEGs"
"Chir04Ox-b02760.2","Chir04Ox-b02760.2","AT2G23340","AT2G23340.1",0.870587368585026,0.942,0.502,9.44648053193754e-30,1.85717807257892e-25,"Yes","ERF","carboxylic acid biosynthetic process, developmental growth, DNA-binding transcription factor activity, flavonoid metabolic process, inorganic ion homeostasis, nucleus, regulation of DNA-templated transcription, response to fungus, response to water deprivation, response to wounding, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b03170.2","Chir07Ox-b03170.2","AT5G39610","ATNAC2",0.844104664627983,0.212,0.005,1.29092513471994e-188,2.5379588148594e-184,"Yes","NAC","DNA-binding transcription factor activity, floral organ senescence, lateral root development, leaf senescence, nucleus, positive regulation of age-related resistance, positive regulation of DNA-binding transcription factor activity, positive regulation of DNA-templated transcription, positive regulation of leaf senescence, positive regulation of programmed cell death, protein binding, protein homodimerization activity, regulation of gene expression, regulation of seed germination, response to abscisic acid, response to auxin, response to ethylene, response to hydrogen peroxide, response to oxidative stress, response to salt, response to salt stress, sequence-specific DNA binding, stress-induced premature senescence, transcription cis-regulatory region binding","DEGs"
"Chir08Ox-b28260.2","Chir08Ox-b28260.2","AT5G65590","AT5G65590.1",0.818467488674846,0.702,0.036,1.99948074893591e-279,3.930979152408e-275,"Yes","Dof","DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, regulation of cell wall pectin metabolic process, regulation of DNA-templated transcription, sequence-specific DNA binding, stomatal movement","DEGs"
"Chir01Ox-b30900.2","Chir01Ox-b30900.2","AT1G32330","ATHSFA1D",0.745165475618555,0.827,0.187,5.6950784240135e-74,1.11965241816106e-69,"Yes","HSF","cellular response to heat, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to heat, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding","DEGs"
