"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b14380.2","Chir03Ox-b14380.2","AT3G14760","T21E2.1",0.80842805055589,0.293,0.01,0,0,NA,NA,"cellular_component, molecular_function, response to light stimulus","GEP_29and DEGs"
"Chir06Ox-b37080.2","Chir06Ox-b37080.2","AT5G01180","PTR5",0.669641780072717,0.425,0.012,0,0,NA,NA,"dipeptide transport, nucleus, plasma membrane, pollen tube growth, tripeptide transmembrane transporter activity","GEP_33and DEGs"
"Chir01Ox-b32760.2","Chir01Ox-b32760.2","AT1G34245","AT1G34245.1",2.06536863357232,0.479,0.033,0,0,NA,NA,"extracellular region, guard cell differentiation, negative regulation of stomatal complex development, plant epidermis morphogenesis, protein kinase binding, stomatal complex development","GEP_29and DEGs"
"Chir06Ox-b28370.2","Chir06Ox-b28370.2","AT5G10890","T30N20.160",0.814779245339295,0.538,0.037,0,0,NA,NA,"asymmetric cell division, molecular_function, nucleus","GEP_33and DEGs"
"Chir06Ox-b36980.2","Chir06Ox-b36980.2","AT5G01075","TWS1",0.563020787095057,0.465,0.037,0,0,NA,NA,"endomembrane system, protein storage vacuole organization","GEP_33and DEGs"
"Chir08Ox-b23340.2","Chir08Ox-b23340.2","AT5G60880","BASL",2.23879735170307,0.855,0.042,0,0,NA,NA,"asymmetric cell division, cell cortex, cell periphery, nucleus, plasma membrane, protein binding, regulation of asymmetric cell division, stomatal complex development, unidimensional cell growth","GEP_29and DEGs"
"Chir07Ox-b14510.2","Chir07Ox-b14510.2","AT4G17680","EBS1",0.827282631010085,0.545,0.044,0,0,NA,NA,"nucleus, protein binding, regulation of defense response, response to alkaline pH, ubiquitin-protein transferase activity","GEP_29and DEGs"
"Chir04Ox-b05930.2","Chir04Ox-b05930.2","AT2G24762","AtGDU4",0.450681477080682,0.238,0.044,2.63972071379853e-257,5.18969092332791e-253,NA,NA,"chloroplast, molecular_function, regulation of amino acid export","GEP_33and DEGs"
"Chir07Ox-b16250.2","Chir07Ox-b16250.2","AT4G19380","T5K18.160",0.52020213409441,0.439,0.045,0,0,NA,NA,"biological_process, chloroplast, flavin adenine dinucleotide binding, long-chain-alcohol oxidase activity","GEP_33and DEGs"
"Chir08Ox-b14990.2","Chir08Ox-b14990.2","AT5G53210","SPCH",1.17933162649042,0.721,0.048,0,0,"Yes","bHLH","cytoplasm, DNA-binding transcription activator activity, DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of response to osmotic stress, regulation of stomatal complex development, response to low humidity, response to osmotic stress, stomatal complex development","GEP_29and DEGs"
"Chir02Ox-b11260.2","Chir02Ox-b11260.2","AT1G65620","AT1G65620.1",0.37178164255045,0.287,0.049,0,0,"Yes","LBD","adaxial/abaxial axis specification, nucleoplasm, nucleus, petal development, polarity specification of adaxial/abaxial axis, protein binding, proximal/distal pattern formation, specification of symmetry","GEP_33and DEGs"
"Chir05Ox-b27770.2","Chir05Ox-b27770.2","AT3G62070","T17J13.30",1.68555046488708,0.616,0.05,0,0,NA,NA,"cellular_component, defense response to other organism, meristem initiation, molecular_function, response to jasmonic acid, response to red or far red light","GEP_29and DEGs"
"Chir02Ox-b27910.2","Chir02Ox-b27910.2","AT1G80080","TMM",2.84285795816023,0.737,0.054,0,0,NA,NA,"asymmetric cell division, cellular response to abscisic acid stimulus, defense response to fungus, membrane, peptide binding, protein binding, receptor serine/threonine kinase binding, regulation of antifungal innate immune response, response to abscisic acid, signal transduction, stomatal complex formation, stomatal complex morphogenesis, stomatal complex patterning, trichome morphogenesis","GEP_29and DEGs"
"Chir01Ox-b05280.2","Chir01Ox-b05280.2","AT1G06000","AT1G06000.1",0.350477837696795,0.246,0.055,6.26330007559051e-211,1.2313647948611e-206,NA,NA,"chloroplast, cytosol, extracellular region, flavonol biosynthetic process, glycosyltransferase activity, UDP-glycosyltransferase activity","GEP_33and DEGs"
"Chir05Ox-b16920.2","Chir05Ox-b16920.2","AT3G51600","AT3G51600.1",0.948384007854796,0.309,0.056,0,0,NA,NA,"cytosol, extracellular region, lipid transport, lipid transporter activity, plant-type cell wall, plasmodesma","GEP_29and DEGs"
