"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir02Ox-b11720.2","Chir02Ox-b11720.2","AT1G57820","VIM1",0.723349638920874,0.739,0.237,0,0,NA,NA,"cell division, chromatin binding, chromatin organization, chromocenter, DNA methylation on cytosine, DNA methylation on cytosine within a CG sequence, double-stranded methylated DNA binding, histone binding, maintenance of DNA methylation, methyl-CpG binding, methyl-CpNpG binding, methyl-CpNpN binding, nucleus, pericentric heterochromatin formation, positive regulation of DNA methylation-dependent heterochromatin formation, ubiquitin protein ligase activity, ubiquitin-protein transferase activity","GEP_5and DEGsand DEGs"
"Chir02Ox-b23040.2","Chir02Ox-b23040.2",NA,NA,1.24737319691561,0.878,0.301,0,0,NA,NA,NA,"GEP_5and DEGsand DEGs"
"Chir01Ox-b15040.2","Chir01Ox-b15040.2","AT1G14900","HMGA",0.705427412173612,0.715,0.32,0,0,NA,NA,"chloroplast, chromatin, cytosol, DNA binding, double-stranded DNA binding, negative regulation of DNA recombination, nucleolus, nucleosomal DNA binding, nucleosome, nucleosome assembly, nucleus, regulation of DNA-templated transcription","GEP_5and DEGsand DEGs"
"Chir04Ox-b10410.2","Chir04Ox-b10410.2",NA,NA,2.46548634994981,0.91,0.324,0,0,NA,NA,NA,"GEP_5and DEGsand DEGs"
"Chir05Ox-b11100.2","Chir05Ox-b11100.2",NA,NA,2.14863115909192,0.919,0.353,0,0,NA,NA,NA,"GEP_5and DEGsand DEGs"
"Chir08Ox-b22280.2","Chir08Ox-b22280.2","AT5G59870","HTA6",1.98964620722223,0.908,0.361,0,0,NA,NA,"chromatin binding, DNA binding, heterochromatin, heterochromatin organization, nucleolus, nucleus, pericentric heterochromatin, plasmodesma, plastid, protein heterodimerization activity, structural constituent of chromatin","GEP_5and DEGsand DEGs"
"Chir01Ox-b08780.2","Chir01Ox-b08780.2",NA,NA,2.61625641071565,0.932,0.396,0,0,NA,NA,NA,"GEP_5and DEGsand DEGs"
"Chir01Ox-b11230.2","Chir01Ox-b11230.2","AT1G80740","CMT1",0.735750545216815,0.871,0.411,0,0,NA,NA,"chromatin binding, DNA (cytosine-5-)-methyltransferase activity, DNA-mediated transformation, nucleus","GEP_5and DEGsand DEGs"
"Chir01Ox-b08430.2","Chir01Ox-b08430.2","AT1G08880","HTA5",1.56585363933893,0.904,0.426,0,0,NA,NA,"DNA binding, extracellular region, nucleus, protein heterodimerization activity, structural constituent of chromatin","GEP_5and DEGsand DEGs"
"Chir05Ox-b19240.2","Chir05Ox-b19240.2",NA,NA,2.30729485390304,0.929,0.427,0,0,NA,NA,NA,"GEP_5and DEGsand DEGs"
"Chir01Ox-b35900.2","Chir01Ox-b35900.2","AT1G47210","CYCA3;2",1.22702123836426,0.629,0.185,0,0,NA,NA,"cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase regulator activity, cytoplasm, mitotic cell cycle phase transition, nucleus, regulation of cyclin-dependent protein serine/threonine kinase activity","DEGs"
"Chir08Ox-b28040.2","Chir08Ox-b28040.2",NA,NA,1.46306828015042,0.65,0.195,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b16310.2","Chir06Ox-b16310.2","AT5G23420","HMGB6",1.01523695863294,0.819,0.419,0,0,NA,NA,"DNA binding, DNA-binding transcription factor activity, karyogamy, nucleus, polar nucleus fusion","DEGs"
"Chir04Ox-b21360.2","Chir04Ox-b21360.2","AT2G38810","HTA8",1.15465977831845,0.876,0.436,0,0,NA,NA,"DNA binding, nucleolus, nucleus, protein heterodimerization activity, regulation of DNA methylation, regulation of flower development, regulation of gene expression, structural constituent of chromatin","DEGs"
"Chir03Ox-b20700.2","Chir03Ox-b20700.2","AT3G20670","HTA13",2.27659180159054,0.933,0.441,0,0,NA,NA,"cytosol, DNA binding, nucleus, protein heterodimerization activity, structural constituent of chromatin","DEGs"
"Chir08Ox-b28050.2","Chir08Ox-b28050.2","AT1G09200","HTR2",2.59814202218997,0.934,0.441,0,0,NA,NA,"chromosome organization, DNA replication, extracellular region, gametophyte development, negative regulation of cellular process, nucleus, regulation of cell cycle","DEGs"
"Chir06Ox-b28880.2","Chir06Ox-b28880.2",NA,NA,2.39514082925698,0.945,0.473,0,0,NA,NA,NA,"DEGs"
"Chir08Ox-b22300.2","Chir08Ox-b22300.2",NA,NA,2.3970389617441,0.938,0.477,0,0,NA,NA,NA,"DEGs"
"Chir04Ox-b10370.2","Chir04Ox-b10370.2","AT2G28720","HTB3",1.6243635978515,0.935,0.514,0,0,NA,NA,"DNA binding, nucleosome assembly, nucleus, peroxisome, protein heterodimerization activity, structural constituent of chromatin","DEGs"
"Chir01Ox-b06140.2","Chir01Ox-b06140.2",NA,NA,2.12815855904823,0.941,0.524,0,0,NA,NA,NA,"DEGs"
