"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b04460.2","AT1G05230","AT1G05230.1",1.0344218474181,0.874,0.161,0,0,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, mucilage biosynthetic process involved in seed coat development, nucleus, plant-type cell wall cellulose metabolic process, positive regulation of DNA-templated transcription initiation, protein binding, seed coat development, transcription cis-regulatory region binding, trichome morphogenesis","DEGs"
"Chir08Ox-b04440.2","AT4G04890","AT4G04890.1",1.20999646919334,0.932,0.169,0,0,"Yes","HD-ZIP","cell differentiation, cotyledon development, DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, epidermal cell differentiation, lipid binding, maintenance of floral organ identity, nucleus, protein binding, regulation of seed dormancy process, regulation of seed germination, seed germination, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b18410.2","AT4G21750","AT4G21750.1",1.19037251742661,0.948,0.183,0,0,"Yes","HD-ZIP","cell differentiation, cotyledon development, DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, epidermal cell differentiation, lipid binding, nucleus, plant epidermal cell differentiation, protein binding, regulation of DNA-templated transcription, regulation of seed dormancy process, regulation of seed germination, seed germination, sequence-specific DNA binding","DEGs"
"Chir01Ox-b14480.2","AT1G14440","AtHB31",1.30174003356484,0.848,0.217,0,0,"Yes","ZF-HD","DNA-binding transcription factor activity, long-day photoperiodism, flowering, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b06840.2","AT3G28910","ATMYB30",0.87740166069909,0.783,0.16,0,0,"Yes","MYB","DNA-binding transcription factor activity, negative regulation of photomorphogenesis, nucleus, plant-type hypersensitive response, protein binding, response to auxin, response to bacterium, response to high light intensity, response to hypoxia, sequence-specific double-stranded DNA binding, transcription cis-regulatory region binding, very long-chain fatty acid biosynthetic process","DEGs"
"Chir05Ox-b04050.2","AT3G26744","ICE1",0.859886875727098,0.842,0.5,0,0,"Yes","bHLH","abscisic acid-activated signaling pathway, cis-regulatory region sequence-specific DNA binding, core promoter sequence-specific DNA binding, DNA binding, DNA-binding transcription factor activity, endosperm development, negative regulation of DNA-templated transcription, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of abscisic acid biosynthetic process, regulation of DNA-templated transcription, response to cold, response to freezing, seed dormancy process, seed morphogenesis, sequence-specific DNA binding, stomatal lineage progression, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b12470.2","AT3G47600","ATMYBCP70",0.835158684920109,0.737,0.134,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, positive regulation of wax biosynthetic process, protein binding, regulation of DNA-templated transcription, response to auxin, response to water deprivation, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir03Ox-b22760.2","AT3G22760","SOL1",0.773741510733275,0.465,0.069,0,0,"Yes","CPP","DNA-binding transcription factor activity, mitotic G1 phase, mitotic G2 phase, mitotic S phase, nucleus, stomatal complex patterning, stomatal lineage progression, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b26960.2","AT3G61250","AtMYB17",0.770624326860868,0.721,0.314,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, protein binding, regulation of flower development","DEGs"
"Chir07Ox-b35530.2","AT4G38070","F20D10.190",0.731267299131284,0.577,0.157,0,0,"Yes","bHLH","DNA-binding transcription factor activity, mitochondrion, nucleus, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
