"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b16200.2","AT3G16430","JAL31",1.61101814597489,0.15,0.014,0,0,NA,NA,"copper ion binding, cytoplasm, cytosol, defense response to other organism, glucosinolate metabolic process, molecular_function, plant epidermis development, response to jasmonic acid","DEGs"
"Chir01Ox-b35540.2","AT1G45201","ATTLL1",1.22350011635678,0.127,0.016,0,0,NA,NA,"carboxylic acid metabolic process, defense response to other organism, extracellular region, flavonoid biosynthetic process, glucosinolate metabolic process, lipid metabolic process, nucleus, plant-type cell wall biogenesis, plant-type vacuole, regulation of defense response, response to abscisic acid, response to inorganic substance, response to jasmonic acid, response to light stimulus, response to wounding, secretory vesicle, triglyceride lipase activity","DEGs"
"Chir02Ox-b22970.2","AT1G75900","GGL13",1.15357259107501,0.371,0.025,0,0,NA,NA,"acyltransferase activity, endoplasmic reticulum, extracellular region, lipase activity, response to osmotic stress, response to water deprivation","DEGs"
"Chir03Ox-b16210.2",NA,NA,1.70940270182316,0.257,0.025,0,0,NA,NA,NA,"DEGs"
"Chir04Ox-b21990.2","AT2G39410","MAGL7",1.02627418184347,0.337,0.027,0,0,NA,NA,"acylglycerol lipase activity, endoplasmic reticulum, Golgi apparatus, lipase activity, membrane","DEGs"
"Chir01Ox-b08900.2","AT1G09310","SVBL",1.77579451526504,0.226,0.03,0,0,NA,NA,"apoplast, carboxylic acid metabolic process, cytosol, endoplasmic reticulum, extracellular region, glucosinolate metabolic process, Golgi apparatus, late endosome, nucleus, plasma membrane, protein-containing complex assembly, response to abscisic acid, response to light stimulus, response to temperature stimulus, trichome patterning","DEGs"
"Chir06Ox-b05170.2","AT5G44020","MRH10.13",1.73745600216841,0.387,0.032,0,0,NA,NA,"acid phosphatase activity, cell differentiation, cellular lipid metabolic process, developmental growth, extracellular region, monocarboxylic acid metabolic process, plant epidermis development, plant-type vacuole, plasmodesma, plastid, porphyrin-containing compound metabolic process, response to light intensity, root hair elongation, root morphogenesis, unidimensional cell growth","DEGs"
"Chir05Ox-b09500.2",NA,NA,1.01402761313309,0.455,0.04,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b21610.2","AT5G17700","AT5G17700.1",1.47712313376372,0.668,0.04,0,0,NA,NA,"antiporter activity, carboxylic acid metabolic process, defense response, membrane, organelle organization, plasma membrane, transmembrane transporter activity, xenobiotic detoxification by transmembrane export across the plasma membrane, xenobiotic transmembrane transporter activity","DEGs"
"Chir05Ox-b16920.2","AT3G51600","AT3G51600.1",1.96015732989109,0.217,0.042,0,0,NA,NA,"cytosol, extracellular region, lipid transport, lipid transporter activity, plant-type cell wall, plasmodesma","DEGs"
