"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir06Ox-b37080.2","Chir06Ox-b37080.2","AT5G01180","PTR5",0.775861853561551,0.422,0.023,0.735656651834784,2,0,0,NA,NA,"dipeptide transport, nucleus, plasma membrane, pollen tube growth, tripeptide transmembrane transporter activity","GEP_33"
"Chir06Ox-b28370.2","Chir06Ox-b28370.2","AT5G10890","T30N20.160",1.04271113229971,0.655,0.047,0.454040639218314,5,0,0,NA,NA,"asymmetric cell division, molecular_function, nucleus","GEP_33"
"Chir04Ox-b05930.2","Chir04Ox-b05930.2","AT2G24762","AtGDU4",0.265955761876093,0.154,0.052,0.352971450628141,21,9.28421687932299e-42,1.8252770384749e-37,NA,NA,"chloroplast, molecular_function, regulation of amino acid export","GEP_33"
"Chir06Ox-b36980.2","Chir06Ox-b36980.2","AT5G01075","TWS1",0.42766679905408,0.358,0.052,0.821643868480602,1,0,0,NA,NA,"endomembrane system, protein storage vacuole organization","GEP_33"
"Chir07Ox-b16250.2","Chir07Ox-b16250.2","AT4G19380","T5K18.160",0.609035146914413,0.455,0.055,0.446112139319389,7,0,0,NA,NA,"biological_process, chloroplast, flavin adenine dinucleotide binding, long-chain-alcohol oxidase activity","GEP_33"
"Chir04Ox-b30440.2","Chir04Ox-b30440.2","AT2G47485","AT2G47485.1",0.663275826386785,0.482,0.07,0.310815549114482,30,0,0,NA,NA,"inorganic ion homeostasis, mitochondrion, monocarboxylic acid metabolic process","GEP_33"
"Chir07Ox-b23930.2","Chir07Ox-b23930.2","AT4G26790","GGL23",0.323923793775645,0.402,0.095,0.340148280106803,24,2.22289223767684e-198,4.37020613927268e-194,NA,NA,"hydrolase activity, acting on ester bonds","GEP_33"
"Chir01Ox-b07190.2","Chir01Ox-b07190.2",NA,NA,0.629260095581325,0.561,0.113,0.436905921220515,10,0,0,NA,NA,NA,"GEP_33"
"Chir01Ox-b32940.2","Chir01Ox-b32940.2","AT1G34640","F12K21.2",0.448342253954696,0.558,0.13,0.269096900810753,41,3.44852105120763e-283,6.77979238667419e-279,NA,NA,"anther wall tapetum development, cellular lipid metabolic process, cellular response to starvation, glucosinolate metabolic process, lipid biosynthetic process, membrane lipid biosynthetic process, mitochondrion, molecular_function, organelle organization, oxoacid metabolic process, secondary metabolic process, secondary metabolite biosynthetic process, signal peptidase complex, signal peptide processing","GEP_33"
"Chir03Ox-b13500.2","Chir03Ox-b13500.2","AT3G14000","ATBRXL2",1.18420871534222,0.714,0.134,0.437404229267376,9,0,0,NA,NA,"cellular developmental process, molecular_function, nucleus, regulation of cellular component organization","GEP_33"
