"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"Chir06Ox-b37080.2",0,0.629274779138937,0.64,0.248,0,"Chir06Ox-b37080.2"
"Chir06Ox-b36980.2",0,0.585568620166906,0.666,0.348,0,"Chir06Ox-b36980.2"
"Chir08Ox-b14990.2",0,1.2154205915402,0.858,0.406,0,"Chir08Ox-b14990.2"
"Chir08Ox-b23340.2",0,2.03737671192751,0.876,0.455,0,"Chir08Ox-b23340.2"
"Chir01Ox-b18000.2",0,0.552876142044972,0.827,0.46,0,"Chir01Ox-b18000.2"
"Chir01Ox-b07190.2",0,0.745479574501267,0.839,0.464,0,"Chir01Ox-b07190.2"
"Chir08Ox-b00530.2",0,0.494854052495111,0.774,0.473,0,"Chir08Ox-b00530.2"
"Chir04Ox-b28870.2",0,0.564212804169903,0.814,0.488,0,"Chir04Ox-b28870.2"
"Chir07Ox-b04470.2",0,0.668756073011976,0.86,0.491,0,"Chir07Ox-b04470.2"
"Chir06Ox-b03110.2",0,1.51534681710427,0.88,0.505,0,"Chir06Ox-b03110.2"
"Chir05Ox-b14960.2",0,0.913038093473465,0.892,0.511,0,"Chir05Ox-b14960.2"
"Chir06Ox-b28110.2",0,1.12377123401024,0.882,0.522,0,"Chir06Ox-b28110.2"
"Chir01Ox-b00640.2",0,0.745323360609644,0.882,0.544,0,"Chir01Ox-b00640.2"
"Chir07Ox-b33330.2",0,1.11436812183982,0.906,0.554,0,"Chir07Ox-b33330.2"
"Chir01Ox-b17920.2",0,0.783425403435352,0.904,0.567,0,"Chir01Ox-b17920.2"
"Chir01Ox-b17280.2",0,1.08164341614793,0.946,0.569,0,"Chir01Ox-b17280.2"
"Chir05Ox-b21070.2",0,0.600923545127143,0.894,0.57,0,"Chir05Ox-b21070.2"
"Chir01Ox-b41920.2",0,0.660548631557453,0.876,0.574,0,"Chir01Ox-b41920.2"
"Chir01Ox-b36120.2",0,1.39743806662409,0.955,0.581,0,"Chir01Ox-b36120.2"
"Chir03Ox-b10500.2",0,0.788067726991961,0.9,0.582,0,"Chir03Ox-b10500.2"
"Chir01Ox-b04460.2",0,0.999904783058683,0.919,0.585,0,"Chir01Ox-b04460.2"
"Chir06Ox-b02300.2",0,0.866934662213944,0.895,0.585,0,"Chir06Ox-b02300.2"
"Chir07Ox-b19260.2",0,1.28587465700729,0.956,0.587,0,"Chir07Ox-b19260.2"
"Chir03Ox-b29260.2",0,1.07104327131174,0.902,0.591,0,"Chir03Ox-b29260.2"
"Chir07Ox-b30550.2",0,1.22790580975153,0.952,0.61,0,"Chir07Ox-b30550.2"
"Chir02Ox-b19670.2",0,1.23773508429281,0.972,0.615,0,"Chir02Ox-b19670.2"
"Chir08Ox-b04440.2",0,1.26980624735407,0.973,0.624,0,"Chir08Ox-b04440.2"
"Chir01Ox-b17290.2",0,1.51245777969242,0.987,0.635,0,"Chir01Ox-b17290.2"
"Chir01Ox-b14480.2",0,1.34121754503653,0.94,0.638,0,"Chir01Ox-b14480.2"
"Chir06Ox-b05540.2",0,1.10191106434628,0.948,0.644,0,"Chir06Ox-b05540.2"
"Chir07Ox-b18410.2",0,1.28548973189516,0.981,0.646,0,"Chir07Ox-b18410.2"
"Chir06Ox-b02270.2",0,1.40794396605799,0.98,0.651,0,"Chir06Ox-b02270.2"
"Chir03Ox-b16140.2",0,1.70554391480059,0.982,0.656,0,"Chir03Ox-b16140.2"
"Chir01Ox-b38370.2",0,1.12814017031335,0.967,0.663,0,"Chir01Ox-b38370.2"
"Chir05Ox-b13730.2",0,0.971262215273701,0.966,0.663,0,"Chir05Ox-b13730.2"
"Chir05Ox-b07480.2",0,1.58707531345491,0.989,0.675,0,"Chir05Ox-b07480.2"
"Chir04Ox-b04250.2",0,1.5689657041541,0.997,0.679,0,"Chir04Ox-b04250.2"
"Chir07Ox-b36360.2",0,1.86079933601174,0.999,0.697,0,"Chir07Ox-b36360.2"
