"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b24280.2","AT3G24140","FMA",1.55123924176394,0.445,0.006,0,0,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","DEGs"
"Chir02Ox-b03290.2","AT1G62300","WRKY6",1.64089454690681,0.543,0.128,3.84512769045112e-64,7.55952103942689e-60,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b03000.2","AT3G25730","AT3G25730.1",1.10102972438262,0.676,0.145,5.8761239033009e-100,1.15524595938896e-95,"Yes","RAV","defense response, DNA-binding transcription factor activity, nucleus, plant epidermis development, regulation of DNA-templated transcription, response to inorganic substance, response to light stimulus, root morphogenesis, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b06840.2","AT3G28910","ATMYB30",1.575188388107,0.717,0.192,2.14216238982329e-73,4.21149125839259e-69,"Yes","MYB","DNA-binding transcription factor activity, negative regulation of photomorphogenesis, nucleus, plant-type hypersensitive response, protein binding, response to auxin, response to bacterium, response to high light intensity, response to hypoxia, sequence-specific double-stranded DNA binding, transcription cis-regulatory region binding, very long-chain fatty acid biosynthetic process","DEGs"
"Chir01Ox-b04460.2","AT1G05230","AT1G05230.1",1.30364239266077,0.803,0.197,4.09641261384738e-105,8.05354719882395e-101,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, mucilage biosynthetic process involved in seed coat development, nucleus, plant-type cell wall cellulose metabolic process, positive regulation of DNA-templated transcription initiation, protein binding, seed coat development, transcription cis-regulatory region binding, trichome morphogenesis","DEGs"
"Chir05Ox-b26390.2","AT3G60530","AT3G60530.1",1.14693652660188,0.549,0.227,1.86194273855446e-32,3.66057942399808e-28,"Yes","GATA","cell differentiation, DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, response to light stimulus, transcription cis-regulatory region binding, zinc ion binding","DEGs"
"Chir01Ox-b14480.2","AT1G14440","AtHB31",1.11521540887141,0.665,0.25,8.98937993318123e-48,1.76731209486343e-43,"Yes","ZF-HD","DNA-binding transcription factor activity, long-day photoperiodism, flowering, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b35230.2","AT4G37790","HAT22",1.30789952016867,0.838,0.306,6.76091918239694e-79,1.32919671125924e-74,"Yes","HD-ZIP","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, response to abscisic acid, response to cytokinin, response to water deprivation, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b32290.2","AT5G06710","HAT14",1.84459237069176,0.838,0.337,3.25438801583737e-78,6.39812683913626e-74,"Yes","HD-ZIP","defense response, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, regulation of DNA-templated transcription, response to bacterium, response to light stimulus, shoot system morphogenesis, signal transduction, tissue development, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b04050.2","AT3G26744","ICE1",1.14294764011879,0.821,0.518,1.33637834255439e-49,2.62731982146193e-45,"Yes","bHLH","abscisic acid-activated signaling pathway, cis-regulatory region sequence-specific DNA binding, core promoter sequence-specific DNA binding, DNA binding, DNA-binding transcription factor activity, endosperm development, negative regulation of DNA-templated transcription, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of abscisic acid biosynthetic process, regulation of DNA-templated transcription, response to cold, response to freezing, seed dormancy process, seed morphogenesis, sequence-specific DNA binding, stomatal lineage progression, transcription cis-regulatory region binding","DEGs"
