"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b12290.2",NA,NA,1.19900706886803,0.158,0.001,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b06140.2","AT5G43380","TOPP6",1.15218407937793,0.247,0.001,0,0,NA,NA,"aging, cytoplasm, mitochondrion, myosin phosphatase activity, nucleus, protein dephosphorylation, protein serine/threonine phosphatase activity, response to light stimulus","DEGs"
"Chir06Ox-b12610.2","AT5G27690","AT5G27690.1",1.02373671028628,0.281,0.001,0,0,NA,NA,"cellular response to hormone stimulus, nucleus, oxoacid metabolic process, protein binding","DEGs"
"Chir07Ox-b16700.2","AT4G19840","ATPP2-A1",1.23071471653872,0.178,0.001,0,0,NA,NA,"carbohydrate binding, proteoglycan binding, response to insect","DEGs"
"Chir08Ox-b19560.2","AT5G57350","AHA3",1.19986998748138,0.219,0.001,0,0,NA,NA,"ATP hydrolysis activity, chloroplast, ion transmembrane transport, magnesium ion binding, P-type ion transporter activity, P-type proton-exporting transporter activity, plasma membrane, plasmodesma, plastid, proton export across plasma membrane, proton transmembrane transport, regulation of intracellular pH","DEGs"
"Chir04Ox-b18890.2","AT2G36650","F13K3.5",1.35945356483448,0.144,0.002,3.78974771152872e-211,7.45064400086546e-207,NA,NA,"alpha-amino acid metabolic process, cellular response to hormone stimulus, cellular response to oxygen-containing compound, chloroplast organization, chloroplast outer membrane, defense response to other organism, molecular_function, nucleus, regulation of defense response, response to chitin, response to jasmonic acid, response to wounding, signal transduction","DEGs"
"Chir02Ox-b14140.2","AT1G67870","AT1G67870.1",1.69221984314312,0.116,0.004,2.90903213074968e-101,5.71915716905387e-97,NA,NA,"biological_process, extracellular region","DEGs"
"Chir04Ox-b12270.2","AT2G30540","ROXY7",1.91931966595622,0.178,0.004,1.05089711091363e-208,2.0660637200562e-204,NA,NA,"cytoplasm, glutathione oxidoreductase activity, nucleus, protein binding","DEGs"
"Chir01Ox-b09860.2","AT1G10155","ATPP2-A10",1.07402454433237,0.295,0.006,0,0,NA,NA,"cellular_component, molecular_function, regulation of post-embryonic development, response to light stimulus","DEGs"
"Chir04Ox-b22430.2","AT2G39830","AT2G39830.3",1.07959452146148,0.404,0.008,0,0,NA,NA,"chloroplast, peptidase activity, phloem development, protein binding, regulation of DNA endoreduplication, root development, ubiquitin binding","DEGs"
