"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b16570.2","AT1G16530","LBD3",1.83407546288965,0.783,0.063,0,0,"Yes","LBD","cell differentiation, nucleus, root morphogenesis, tissue development, transcription cis-regulatory region binding","DEGs"
"Chir08Ox-b28310.2","AT5G65640","bHLH093",1.02228116881617,0.536,0.177,5.27760431276025e-102,1.03757700788866e-97,"Yes","bHLH","DNA-binding transcription factor activity, gibberellin catabolic process, nucleus, protein dimerization activity, regulation of DNA-templated transcription, regulation of gibberellin biosynthetic process, sequence-specific DNA binding","DEGs"
"Chir05Ox-b22010.2","AT3G56400","WRKY70",1.203336860854,0.538,0.185,4.73888042911419e-81,9.3166389236385e-77,"Yes","WRKY","camalexin biosynthetic process, cellular response to hypoxia, defense response to bacterium, defense response to fungus, defense response to oomycetes, DNA-binding transcription factor activity, floral organ senescence, indole glucosinolate biosynthetic process, induced systemic resistance, induced systemic resistance, jasmonic acid mediated signaling pathway, leaf senescence, negative regulation of DNA-templated transcription, negative regulation of leaf senescence, nucleus, positive regulation of salicylic acid mediated signaling pathway, protein binding, regulation of brassinosteroid mediated signaling pathway, regulation of defense response, regulation of DNA-templated transcription, regulation of ethylene-activated signaling pathway, regulation of jasmonic acid mediated signaling pathway, regulation of response to osmotic stress, regulation of response to water deprivation, regulation of salicylic acid mediated signaling pathway, regulation of stomatal closure, response to bacterium, response to insect, response to jasmonic acid, response to osmotic stress, response to reactive oxygen species, response to salicylic acid, sequence-specific DNA binding, systemic acquired resistance, salicylic acid mediated signaling pathway, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b27110.2","AT1G28360","ATERF12",1.00649562064689,0.625,0.189,2.86569526560996e-137,5.63395689218919e-133,"Yes","ERF","DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, intracellular anatomical structure, nucleus, protein binding, regulation of DNA-templated transcription","DEGs"
"Chir04Ox-b10110.2","AT2G28550","RAP2.7",1.09707609189812,0.745,0.37,4.93647389540279e-106,9.70510767836189e-102,"Yes","AP2","DNA binding, DNA-binding transcription factor activity, negative regulation of gene expression, negative regulation of innate immune response, nucleus, plant organ morphogenesis, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, vegetative to reproductive phase transition of meristem","DEGs"
"Chir01Ox-b04960.2","AT1G05710","F3F20.16",1.19353669692274,0.732,0.406,3.59887293854046e-81,7.07538419717055e-77,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs"
"Chir03Ox-b32690.2","AT2G18160","ATBZIP2",1.40004469634302,0.878,0.567,1.64311667631303e-114,3.23036738563141e-110,"Yes","bZIP","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b30310.2","AT4G32980","ATH1",0.947445142085403,0.684,0.24,2.70048576443783e-138,5.30915501288478e-134,"Yes","TALE","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, floral organ abscission, meristem maintenance, negative regulation of cell population proliferation, nucleus, photomorphogenesis, protein binding, regulation of gibberellin biosynthetic process, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding, shoot organ boundary specification, vegetative to reproductive phase transition of meristem","DEGs"
"Chir08Ox-b30210.2","AT5G66350","SHI",0.918747292207748,0.536,0.024,0,0,"Yes","SRS","anther development, DNA binding, DNA-binding transcription factor activity, gibberellic acid mediated signaling pathway, negative regulation of gibberellic acid mediated signaling pathway, nucleus, pollen development, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, regulation of DNA-templated transcription, response to gibberellin, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b36910.2","AT5G02030","LSN",0.79457572106868,0.561,0.03,0,0,"Yes","TALE","cytosol, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, floral whorl morphogenesis, fruit development, internode patterning, maintenance of floral meristem identity, maintenance of inflorescence meristem identity, negative regulation of DNA-templated transcription, nucleus, pattern specification process, plant organ formation, protein binding, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, secondary shoot formation, sequence-specific DNA binding, shoot system development, vegetative to reproductive phase transition of meristem, xylem and phloem pattern formation, xylem development","DEGs"
