"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir08Ox-b23950.2","AT5G61420","HAG1",2.01077035289438,0.866,0.186,0,0,"Yes","MYB","cellular response to sulfur starvation, defense response to fungus, DNA-binding transcription factor activity, induced systemic resistance, nucleus, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, response to bacterium, response to insect, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b04960.2","AT1G05710","F3F20.16",0.846132944934736,0.779,0.398,5.66823227116393e-222,1.11437446451083e-217,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs"
"Chir01Ox-b08030.2","AT1G08465","YAB2",0.738396372473494,0.726,0.384,3.17990876498012e-156,6.25170063195091e-152,"Yes","YABBY","abaxial cell fate specification, cell fate commitment, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b31280.2","AT5G07690","ATMYB29",0.688010934074269,0.491,0.032,0,0,"Yes","MYB","cellular response to sulfur starvation, defense response to fungus, DNA-binding transcription factor activity, drought recovery, hormone-mediated signaling pathway, induced systemic resistance, jasmonic acid mediated signaling pathway, mitochondria-nucleus signaling pathway, negative regulation of ethylene-activated signaling pathway, nucleus, protein binding, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, regulation of response to water deprivation, regulation of RNA binding transcription factor activity, response to bacterium, response to high light intensity, response to insect, response to water deprivation, response to wounding, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b26310.2","AT4G29100","BHLH68",0.611776266923664,0.582,0.114,0,0,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to abscisic acid, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs"
"Chir07Ox-b35940.2","AT4G39780","ERF60",0.539256783476409,0.293,0.062,4.59985575821498e-177,9.04331642065065e-173,"Yes","ERF","defense response, DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, response to light stimulus, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir08Ox-b23350.2","AT5G60890","ATMYB34",0.44298679457467,0.39,0.067,0,0,"Yes","MYB","cellular response to sulfur starvation, defense response to insect, DNA-binding transcription factor activity, indole glucosinolate biosynthetic process, nucleus, positive regulation of DNA-templated transcription, protein binding, transcription cis-regulatory region binding, tryptophan biosynthetic process","DEGs"
"Chir07Ox-b00240.2","AT5G41920","SCL23",0.387834322028892,0.416,0.09,6.34522441344859e-271,1.24747111968399e-266,"Yes","GRAS","bundle sheath cell fate specification, DNA-binding transcription factor activity, endodermal cell fate specification, leaf development, nucleus, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b31270.2","AT5G07700","AtMYB76",0.334533402994822,0.146,0.005,0,0,"Yes","MYB","DNA-binding transcription factor activity, nucleus, regulation of glucosinolate biosynthetic process, response to insect, response to water deprivation, response to wounding, transcription cis-regulatory region binding","DEGs"
"Chir04Ox-b10040.2","AT2G28510","AT2G28510.1",0.297747571986409,0.247,0.094,1.89578816655125e-57,3.72711953543976e-53,"Yes","Dof","DNA-binding transcription factor activity, nucleolus, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding, zinc ion binding","DEGs"
