"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b14400.2","AT3G14780","AT3G14780.1",1.07083463219721,0.118,0.002,0,0,NA,NA,"biological_process, glucosyltransferase activity, nucleus, plasma membrane","DEGs"
"Chir01Ox-b24800.2","AT1G26450","T1K7.18",1.2137907552906,0.105,0.003,0,0,NA,NA,"biological_process, extracellular region, membrane, molecular_function, nucleus","DEGs"
"Chir05Ox-b04070.2","AT3G26760","MDJ14.5",1.36024167780605,0.524,0.007,0,0,NA,NA,"mitochondrion, root development, tissue development, zinc ion binding","DEGs"
"Chir06Ox-b14280.2","AT5G25490","T14C9.30",1.20763254463323,0.328,0.009,0,0,NA,NA,"cell differentiation, cellular component biogenesis, cytoplasm, mRNA binding, nucleus, porphyrin-containing compound metabolic process, regionalization, regulation of biological quality, response to light stimulus, RNA binding","DEGs"
"Chir06Ox-b19550.2","AT5G19530","AT5G19530.1",1.40938642391946,0.218,0.009,0,0,NA,NA,"auxin polar transport, cytoplasm, nucleus, phloem or xylem histogenesis, polyamine biosynthetic process, spermine synthase activity, thermospermine synthase activity, unidimensional cell growth, xylem vessel member cell differentiation","DEGs"
"Chir02Ox-b17390.2","AT1G70830","MLP28",3.2804299101387,0.303,0.019,0,0,NA,NA,"cell wall polysaccharide metabolic process, chloroplast, cytoplasm, cytosol, defense response, mitochondrion, molecular_function, nucleus","DEGs"
"Chir03Ox-b15440.2","AT3G15680","MSJ11.28",2.26029098807835,0.402,0.025,0,0,NA,NA,"cytoplasm, mRNA binding, nucleus, RNA binding, tissue development","DEGs"
"Chir03Ox-b16100.2","AT3G16330","MYA6.13",1.02685424723492,0.313,0.03,0,0,NA,NA,"cellular_component, molecular_function, secondary metabolic process","DEGs"
"Chir03Ox-b15040.2","AT3G15353","MT3",2.50130154218069,0.58,0.043,0,0,NA,NA,"cellular copper ion homeostasis, copper ion binding, extracellular region, hormone-mediated signaling pathway, response to cytokinin, zinc ion binding","DEGs"
"Chir04Ox-b25860.2","AT2G43120","AT2G43120.1",1.60321131379409,0.2,0.046,1.58230887480455e-132,3.11081924786575e-128,NA,NA,"cytosol, defense response to bacterium, nucleus, peptidase inhibitor activity, protein binding","DEGs"
