"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b20670.2","AT1G20850","XCP2",3.90869307237027,0.104,0,0,0,NA,NA,"chloroplast, cysteine-type endopeptidase activity, defense response to bacterium, extracellular space, lysosome, plant-type cell wall, programmed cell death involved in cell development, protein binding, proteolysis involved in protein catabolic process","DEGs"
"Chir06Ox-b22830.2","AT5G16490","AT5G16490.1",3.12108848081998,0.146,0,0,0,NA,NA,"apical plasma membrane, cellulose microfibril organization, chloroplast, establishment of vesicle localization, plasma membrane, pollen tube growth, protein binding, regulation of actin filament polymerization, regulation of exocytosis","DEGs"
"Chir07Ox-b15730.2","AT4G18780","CESA8",1.87979589399406,0.115,0,0,0,NA,NA,"cellulose biosynthetic process, cellulose synthase (UDP-forming) activity, cellulose synthase activity, defense response to bacterium, defense response to fungus, glycosyltransferase activity, plant-type cell wall, plant-type primary cell wall biogenesis, plant-type secondary cell wall biogenesis, plasma membrane, positive regulation of abscisic acid biosynthetic process, protein binding, response to osmotic stress, response to water deprivation","DEGs"
"Chir02Ox-b02290.2","AT1G62981",NA,1.1592593079705,0.354,0.001,0,0,NA,NA,"cell differentiation, extracellular region, molecular_function, plant-type secondary cell wall biogenesis, regionalization, tissue development","DEGs"
"Chir06Ox-b05160.2","AT5G44030","CESA4",1.03511990164116,0.115,0.002,6.27539355756566e-124,1.23374237341741e-119,NA,NA,"cellulose biosynthetic process, cellulose synthase (UDP-forming) activity, cellulose synthase activity, defense response to bacterium, defense response to fungus, glycosyltransferase activity, identical protein binding, plant-type cell wall biogenesis, plant-type primary cell wall biogenesis, plant-type secondary cell wall biogenesis, plasma membrane, protein binding","DEGs"
"Chir08Ox-b00330.2","AT4G00230","XSP1",1.47800771368769,0.115,0.002,2.49127031398719e-110,4.89783743729882e-106,NA,NA,"extracellular region, plant-type cell wall, serine-type endopeptidase activity","DEGs"
"Chir04Ox-b10520.2","AT2G28870","SMR10",1.51144595307141,0.354,0.003,0,0,NA,NA,"cell differentiation, negative regulation of mitotic nuclear division, nucleus, positive regulation of cellular metabolic process, regulation of DNA endoreduplication, regulation of secondary cell wall biogenesis, tissue development","DEGs"
"Chir02Ox-b17260.2","AT1G70690","PDLP5",1.07268191438012,0.24,0.004,1.59546795376526e-240,3.1366899971025e-236,NA,NA,"defense response to bacterium, extracellular region, plasmodesma, response to other organism","DEGs"
"Chir06Ox-b21910.2","AT5G17420","IRX3",1.16276434566064,0.208,0.004,5.09670589787557e-199,1.00201237952234e-194,NA,NA,"cellulose biosynthetic process, cellulose synthase (UDP-forming) activity, cellulose synthase activity, cellulose synthase complex, chloroplast, plant-type cell wall biogenesis, plant-type primary cell wall biogenesis, plant-type secondary cell wall biogenesis, plasma membrane, protein binding, rhamnogalacturonan I side chain metabolic process","DEGs"
"Chir01Ox-b26630.2","AT1G27920","MAP65-8",1.20828759533546,0.177,0.006,2.47740378711863e-91,4.87057584547523e-87,NA,NA,"chloroplast, cytoplasm, microtubule, microtubule binding, microtubule cytoskeleton organization, phragmoplast, spindle","DEGs"
