"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir06Ox-b14960.2","AT5G24800","ATBZIP9",2.05036473716432,0.36,0.011,0,0,"Yes","bZIP","cellular response to glucose stimulus, DNA-binding transcription factor activity, nucleus, protein binding, protein heterodimerization activity, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir03Ox-b00650.2","AT3G01470","ATHB-1",1.038763288619,0.395,0.029,0,0,"Yes","HD-ZIP","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, leaf morphogenesis, negative regulation of translation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell growth, response to blue light, response to salt stress, sequence-specific DNA binding","DEGs"
"Chir04Ox-b10040.2","AT2G28510","AT2G28510.1",1.20192007202212,0.582,0.078,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleolus, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding, zinc ion binding","DEGs"
"Chir06Ox-b22720.2","AT5G16600","MYB43",1.37182255655711,0.576,0.096,0,0,"Yes","MYB","cell differentiation, DNA-binding transcription factor activity, L-phenylalanine biosynthetic process, nucleus, positive regulation of DNA-templated transcription, regulation of lignin biosynthetic process, regulation of phenylpropanoid metabolic process, regulation of secondary cell wall biogenesis, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b26310.2","AT4G29100","BHLH68",1.36018299556522,0.805,0.101,0,0,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of transcription by RNA polymerase II, response to abscisic acid, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs"
"Chir04Ox-b02280.2","AT2G22850","AtbZIP6",1.24029369941804,0.498,0.11,0,0,"Yes","bZIP","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir08Ox-b23950.2","AT5G61420","HAG1",1.20728621764704,0.573,0.192,1.20826388272134e-282,2.37544679343016e-278,"Yes","MYB","cellular response to sulfur starvation, defense response to fungus, DNA-binding transcription factor activity, induced systemic resistance, nucleus, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, response to bacterium, response to insect, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b28620.2","AT1G29950","AT1G29950.1",1.14519636549528,0.746,0.234,0,0,"Yes","bHLH","DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
"Chir07Ox-b35230.2","AT4G37790","HAT22",1.00987275603246,0.622,0.296,4.12790983166363e-194,8.11547072905069e-190,"Yes","HD-ZIP","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, response to abscisic acid, response to cytokinin, response to water deprivation, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b08030.2","AT1G08465","YAB2",0.978701646344656,0.73,0.381,1.51560562524178e-230,2.97968065922533e-226,"Yes","YABBY","abaxial cell fate specification, cell fate commitment, DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
