"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir08Ox-b05320.2","Chir08Ox-b05320.2",NA,NA,3.0505224638897,0.219,0.004,0.55709670957556,8,0,0,NA,NA,NA,"GEP_3"
"Chir06Ox-b20190.2","Chir06Ox-b20190.2","AT5G18970","F17K4.4",2.55973516697966,0.109,0.009,0.926498786217629,3,1.86935579897199e-46,3.67515350077894e-42,NA,NA,"biological_process, cellular_component, molecular_function","GEP_3"
"Chir03Ox-b00420.2","Chir03Ox-b00420.2","AT3G01670","AT3G01670.2",1.64774046035636,0.169,0.029,0.851059668915899,5,1.07935432366937e-31,2.12201060033397e-27,NA,NA,"chloroplast, nucleus, phloem development, protein binding, protein homodimerization activity, protein self-association","GEP_3"
"Chir02Ox-b16470.2","Chir02Ox-b16470.2","AT1G69970","AT1G69970.2",0.882949007869979,0.214,0.003,0.433326274341184,12,0,0,NA,NA,"apoplast, cell-cell signaling involved in cell fate commitment, maintenance of root meristem identity, mitochondrion, phloem development, receptor serine/threonine kinase binding, regulation of cell differentiation","GEP_3"
"Chir07Ox-b30800.2","Chir07Ox-b30800.2","AT4G33490","F17M5.250",0.857501409485596,0.174,0.063,0.35922719451457,18,2.34810414387779e-11,4.61637274686373e-07,NA,NA,"aspartic-type endopeptidase activity, biological_process, extracellular region","GEP_3"
"Chir07Ox-b16040.2","Chir07Ox-b16040.2","AT4G19060","AT4G19060.1",0.7598833933274,0.194,0.081,0.460615977900733,11,5.30408284212124e-10,1.04278268676104e-05,NA,NA,"ADP binding, biological_process, nucleus","GEP_3"
"Chir06Ox-b34070.2","Chir06Ox-b34070.2","AT5G04890","RTM2",0.729747157789002,0.134,0.019,0.384380193662714,17,2.05379472103693e-31,4.0377604215586e-27,NA,NA,"molecular_function, plasma membrane, response to virus, transport of virus in host, tissue to tissue","GEP_3"
"Chir06Ox-b36800.2","Chir06Ox-b36800.2","AT5G02140","AT5G02140.1",0.688997145139453,0.159,0.003,0.504591589342609,10,3.50776822477595e-286,6.89627232990952e-282,NA,NA,"defense response, extracellular region, protein binding","GEP_3"
"Chir03Ox-b00160.2","Chir03Ox-b00160.2",NA,NA,0.656158978639591,0.179,0.008,0.412053520918783,16,5.55479369267417e-147,1.09207243997974e-142,NA,NA,NA,"GEP_3"
"Chir01Ox-b05840.2","Chir01Ox-b05840.2","AT1G06490","ATGSL07",0.595750237857858,0.149,0.076,0.414494579720433,15,2.68764176848795e-05,0.52839037168473,NA,NA,"(1->3)-beta-D-glucan biosynthetic process, 1,3-beta-D-glucan synthase activity, 1,3-beta-D-glucan synthase complex, callose deposition in phloem sieve plate, glucosyltransferase activity, glycosyltransferase activity, mitochondrion, phloem transport, plasma membrane","GEP_3"
