"gene_ID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","AT_ID","TF","TF_family","Gene_code_name","Gene_functions"
"Chir04Ox-b27190.2",0,0.783862191535734,0.163,0.005,0,"AT2G44380",NA,NA,"AT2G44380.1","cellular response to hormone stimulus, inorganic ion homeostasis, nucleus"
"Chir02Ox-b04170.2",0,0.275415344427905,0.16,0.006,0,"AT1G61610",NA,NA,"T25B24.4","calmodulin binding, innate immune response, plasma membrane, protein phosphorylation, protein serine/threonine kinase activity, recognition of pollen"
"Chir02Ox-b14590.2",0,0.330438469964936,0.143,0.006,0,"AT1G68290",NA,NA,"ENDO2","DNA catabolic process, double-stranded DNA exodeoxyribonuclease activity, endonuclease activity, endoribonuclease activity, extracellular region, nucleic acid binding, nucleic acid phosphodiester bond hydrolysis, RNA phosphodiester bond hydrolysis, endonucleolytic, single-stranded DNA endodeoxyribonuclease activity, T/G mismatch-specific endonuclease activity"
"Chir04Ox-b26830.2",0,0.314606086358778,0.126,0.006,0,"AT2G44010",NA,NA,"F6E13.14","floral organ abscission, mitochondrion, molecular_function"
"Chir04Ox-b28370.2",0,0.311599935269609,0.148,0.006,0,"AT2G45570",NA,NA,"CYP76C2","cellular response to hormone stimulus, heme binding, iron ion binding, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, signal transduction"
"Chir07Ox-b15580.2",0,0.299224644167491,0.156,0.006,0,"AT4G18620",NA,NA,"PYL13","abscisic acid binding, abscisic acid-activated signaling pathway, cytoplasm, nucleus, protein binding, protein homodimerization activity, protein phosphatase inhibitor activity, regulation of protein serine/threonine phosphatase activity, signaling receptor activity"
"Chir01Ox-b24820.2",0,0.284562576035532,0.117,0.007,0,"AT1G26420",NA,NA,"AT1G26420.1","carboxylic acid biosynthetic process, cellular catabolic process, cytoplasm, defense response to bacterium, defense response to fungus, FAD binding, immune system process, indole-containing compound biosynthetic process, plant-type cell wall, regulation of defense response, response to alcohol, response to hypoxia, response to molecule of bacterial origin, response to organonitrogen compound, response to salicylic acid, response to water, shoot system development, signal transduction, systemic acquired resistance, toxin metabolic process"
"Chir01Ox-b42490.2",0,0.261424531116494,0.15,0.007,0,"AT1G53635",NA,NA,NA,"biological_process, cellular_component, molecular_function"
"Chir05Ox-b25650.2",0,0.251200488126769,0.144,0.007,0,"AT3G59880",NA,NA,"F24G16.150","cell differentiation, defense response to bacterium, defense response to fungus, developmental growth, mitochondrion, molecular_function, regulation of defense response, response to molecule of bacterial origin, response to salicylic acid"
"Chir07Ox-b18580.2",0,0.324896000241746,0.157,0.007,0,"AT4G21920",NA,NA,"F1N20.1","alpha-amino acid metabolic process, cellular response to oxygen-containing compound, defense response to fungus, molecular_function, nucleus, organic acid biosynthetic process, response to inorganic substance, response to jasmonic acid, response to light stimulus, response to organic cyclic compound, response to wounding, signal transduction"
