"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir07Ox-b11520.2","AT4G15210","ATBETA-AMY",1.16687881188732,0.478,0.075,0,0,NA,NA,"amylopectin maltohydrolase activity, beta-amylase activity, extracellular region, response to herbivore, secretory vesicle, starch catabolic process","DEGs"
"Chir06Ox-b17160.2","AT5G22580","AT5G22580.1",1.20107219823177,0.308,0.088,9.7288767144324e-217,1.91269716205741e-212,NA,NA,"chloroplast, cytosol, defense response to other organism, plastid, regulation of hormone levels, tissue development","DEGs"
"Chir04Ox-b25400.2","AT2G42610","LSH10",1.58969037987727,0.795,0.159,0,0,NA,NA,"cellular developmental process, glucosinolate metabolic process, molecular_function, mRNA transcription, nucleus, oxoacid metabolic process, post-embryonic plant morphogenesis, regionalization, response to light intensity, response to light stimulus, stomatal complex development","DEGs"
"Chir02Ox-b02980.2","AT1G62480","AT1G62480.1",2.97058098734918,0.747,0.177,0,0,NA,NA,"cytosol, nucleus","DEGs"
"Chir01Ox-b14810.2","AT1G14700","PAP3",1.12799680236706,0.786,0.301,0,0,NA,NA,"acid phosphatase activity, dephosphorylation, ferric iron binding, ferrous iron binding, generation of precursor metabolites and energy, negative regulation of cellular metabolic process, negative regulation of cellular process, nucleus, plant-type vacuole, response to light intensity","DEGs"
"Chir07Ox-b27160.2","AT4G29905",NA,1.42162170313484,0.761,0.319,0,0,NA,NA,"cellular_component, oxoacid metabolic process, response to light intensity","DEGs"
"Chir01Ox-b21060.2","AT1G21310","ATEXT3",1.7365775754015,0.847,0.427,0,0,NA,NA,"anatomical structure maturation, cell differentiation, cellular catabolic process, defense response to bacterium, defense response to fungus, immune system process, plant epidermis development, plant-type cell wall organization, response to inorganic substance, response to oxidative stress, response to salicylic acid, root morphogenesis, structural constituent of cell wall, toxin metabolic process","DEGs"
"Chir04Ox-b10440.2","AT2G28790","F8N16.8",1.40272431570559,0.931,0.548,0,0,NA,NA,"defense response, extracellular region, molecular_function, plant-type cell wall, plasmodesma, secretory vesicle","DEGs"
"Chir04Ox-b19160.2","AT2G36830","TIP1;1",1.6406633320084,0.904,0.552,0,0,NA,NA,"central vacuole, chloroplast envelope, cytoplasm, gibberellic acid mediated signaling pathway, hydrogen peroxide transmembrane transport, membrane, plant-type vacuole, plant-type vacuole membrane, protein storage vacuole, transmembrane transport, urea transmembrane transporter activity, urea transport, water channel activity, water transport","DEGs"
"Chir03Ox-b09250.2","AT3G10020","HUP26",1.95891584496802,0.926,0.581,0,0,NA,NA,"anaerobic respiration, cellular response to hypoxia, cytosol, molecular_function, nucleus, response to oxidative stress","DEGs"
