"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b12040.2","AT3G12870","MJM20.1",1.51637521935585,0.391,0.092,0,0,NA,NA,"lipid biosynthetic process, mitochondrion, molecular_function, negative regulation of cellular process, organic hydroxy compound biosynthetic process, plasmodesma","DEGs"
"Chir08Ox-b30340.2","AT5G66230","AT5G66230.2",1.56428752468363,0.362,0.097,1.34586607250175e-268,2.64597269853844e-264,NA,NA,"chloroplast, intramolecular lyase activity, negative regulation of cellular process, plant-type secondary cell wall biogenesis, stomatal complex development","DEGs"
"Chir02Ox-b02100.2",NA,NA,1.06656880925983,0.43,0.104,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b05150.2","AT5G44040","MRH10.15",1.09317282691495,0.416,0.109,0,0,NA,NA,"male meiosis II, molecular_function, nucleus","DEGs"
"Chir04Ox-b24880.2","AT2G42110","T24P15.2",1.91644412423401,0.462,0.114,0,0,NA,NA,"cell division, embryo development, molecular_function, nucleus","DEGs"
"Chir03Ox-b13500.2","AT3G14000","ATBRXL2",1.15315104088812,0.762,0.116,0,0,NA,NA,"cellular developmental process, molecular_function, nucleus, regulation of cellular component organization","DEGs"
"Chir01Ox-b02880.2","AT1G03780","AtTPX2",1.11013545213093,0.464,0.121,0,0,NA,NA,"activation of protein kinase activity, chloroplast envelope, microtubule, microtubule binding, mitotic cell cycle, mitotic spindle, mitotic spindle assembly, nuclear microtubule, nucleoplasm, nucleus, phragmoplast, protein binding, protein kinase activator activity, regulation of mitotic spindle organization, spindle, spindle assembly","DEGs"
"Chir08Ox-b02080.2",NA,NA,1.6126155227385,0.442,0.121,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b28110.2","AT5G11160","APT5",1.07589379467928,0.733,0.129,0,0,NA,NA,"adenine phosphoribosyltransferase activity, adenine salvage, AMP salvage, carboxylic acid metabolic process, cellular lipid metabolic process, cytoplasm, cytosol, flower development, growth, lipid biosynthetic process, meristem maintenance, phyllome development, small molecule metabolic process","DEGs"
"Chir03Ox-b01760.2","AT3G02640","F16B3.27",2.04878839452323,0.433,0.132,1.34427631608383e-285,2.6428472374208e-281,NA,NA,"biological_process, mitochondrion, molecular_function","DEGs"
