"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir05Ox-b01300.2","Chir05Ox-b01300.2","AT2G02250","AtPP2-B2",1.2032280485824,0.654,0.001,0.890510233014195,5,0,0,NA,NA,"carbohydrate binding, nucleus","GEP_41"
"Chir06Ox-b11430.2","Chir06Ox-b11430.2",NA,NA,1.66935287521109,0.452,0.003,0.922480369414132,4,0,0,NA,NA,NA,"GEP_41"
"Chir02Ox-b17620.2","Chir02Ox-b17620.2","AT1G71050","HIPP20",2.87817671577263,0.904,0.004,0.755061140183667,10,0,0,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","GEP_41"
"Chir06Ox-b11990.2","Chir06Ox-b11990.2",NA,NA,1.81744148980492,0.452,0.004,0.972996072551697,2,0,0,NA,NA,NA,"GEP_41"
"Chir03Ox-b24280.2","Chir03Ox-b24280.2","AT3G24140","FMA",2.30500937979279,0.923,0.005,0.51821588872355,18,0,0,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","GEP_41"
"Chir01Ox-b01210.2","Chir01Ox-b01210.2",NA,NA,3.85350679550413,0.913,0.006,0.776515269116344,8,0,0,NA,NA,NA,"GEP_41"
"Chir04Ox-b21420.2","Chir04Ox-b21420.2","AT2G38900","T7F6.7",1.74475076417301,0.625,0.006,0.803975886633886,7,0,0,NA,NA,"defense response, extracellular region, molecular_function, response to wounding","GEP_41"
"Chir05Ox-b23410.2","Chir05Ox-b23410.2","AT3G57600","F15B8.210",2.5032212151261,0.885,0.006,0.735196124655012,11,0,0,"Yes","ERF","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, response to stress, transcription cis-regulatory region binding","GEP_41"
"Chir06Ox-b13650.2","Chir06Ox-b13650.2",NA,NA,6.15820806167352,0.567,0.012,0.985557654367065,1,0,0,NA,NA,NA,"GEP_41"
"Chir08Ox-b09940.2","Chir08Ox-b09940.2",NA,NA,3.819389685766,0.933,0.016,0.639804627864407,15,0,0,NA,NA,NA,"GEP_41"
