"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b03040.2","Chir01Ox-b03040.2","AT1G03940","AT1G03940.1",1.02513162214258,0.602,0.038,0,0,NA,NA,"anthocyanin-containing compound biosynthetic process, cytoplasm, regulation of flavonoid biosynthetic process, response to jasmonic acid","GEP_13and DEGs"
"Chir05Ox-b06930.2","Chir05Ox-b06930.2","AT3G28950","K5K13.15",0.806543325438817,0.468,0.058,0,0,NA,NA,"biological_process, cellular_component, molecular_function","GEP_13and DEGs"
"Chir08Ox-b08610.2","Chir08Ox-b08610.2","AT4G09820","BHLH42",1.17577351947261,0.711,0.072,0,0,"Yes","bHLH","DNA-binding transcription factor activity, jasmonic acid mediated signaling pathway, nucleus, positive regulation of anthocyanin biosynthetic process, protein binding, protein dimerization activity, regulation of flavonoid biosynthetic process, regulation of proanthocyanidin biosynthetic process, seed coat development, seed development, transcription cis-regulatory region binding, trichome differentiation","GEP_13and DEGs"
"Chir07Ox-b09860.2","Chir07Ox-b09860.2","AT4G14090","AT4G14090.1",1.38143573299742,0.771,0.077,0,0,NA,NA,"anthocyanin 5-O-glucosyltransferase activity, anthocyanin-containing compound biosynthetic process, chloroplast, quercetin 3-O-glucosyltransferase activity, quercetin 7-O-glucosyltransferase activity, regulation of flavonoid biosynthetic process, response to jasmonic acid, UDP-glucosyltransferase activity","GEP_13and DEGs"
"Chir05Ox-b08510.2","Chir05Ox-b08510.2","AT3G29590","AT3G29590.1",1.29119197371922,0.764,0.103,0,0,NA,NA,"anthocyanin-containing compound biosynthetic process, chloroplast, O-malonyltransferase activity","GEP_13and DEGs"
"Chir07Ox-b19660.2","Chir07Ox-b19660.2","AT4G22880","TDS4",2.87085622911937,0.815,0.105,0,0,NA,NA,"anthocyanin-containing compound biosynthetic process, cytoplasm, dioxygenase activity, leucocyanidin oxygenase activity, proanthocyanidin biosynthetic process, response to jasmonic acid, response to wounding, vacuole organization","GEP_13and DEGs"
"Chir02Ox-b17600.2","Chir02Ox-b17600.2","AT1G71030","ATMYBL2",1.04166825341406,0.615,0.108,0,0,"Yes","MYB_related","anthocyanin-containing compound biosynthetic process, cell differentiation, DNA-binding transcription factor activity, nucleus, proanthocyanidin biosynthetic process, protein binding, transcription cis-regulatory region binding","GEP_13and DEGs"
"Chir08Ox-b15980.2","Chir08Ox-b15980.2","AT5G54060","UGT79B1",1.44318840890781,0.803,0.111,0,0,NA,NA,"anthocyanin-containing compound biosynthetic process, cellular response to cytokinin stimulus, cellular response to jasmonic acid stimulus, chloroplast, cyanidin 3-O-glucoside 2-O''-xylosyltransferase activity, cyanidin 3-O-glucoside metabolic process, glycosyltransferase activity, UDP-xylosyltransferase activity","GEP_13and DEGs"
"Chir02Ox-b08360.2","Chir02Ox-b08360.2",NA,NA,0.676268052064562,0.525,0.112,0,0,NA,NA,NA,"GEP_13and DEGs"
"Chir06Ox-b31020.2","Chir06Ox-b31020.2","AT5G07990","TT7",0.957598592957938,0.729,0.114,0,0,NA,NA,"extracellular region, flavonoid 3'-monooxygenase activity, flavonoid biosynthetic process, heme binding, iron ion binding, membrane, oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen, response to auxin, response to UV","GEP_13and DEGs"
"Chir04Ox-b20230.2","Chir04Ox-b20230.2","AT2G37260","TTG2",0.695689877806295,0.725,0.124,0,0,"Yes","WRKY","DNA-binding transcription factor activity, epidermal cell fate specification, nucleus, regulation of DNA-templated transcription, seed coat development, sequence-specific DNA binding","DEGs"
"Chir06Ox-b10160.2","Chir06Ox-b10160.2","AT5G48880","PKT1",1.10531423281438,0.583,0.141,0,0,NA,NA,"acetyl-CoA C-acyltransferase activity, chloroplast, cytoplasm, fatty acid beta-oxidation, fatty acid oxidation, peroxisome, phenylacetate catabolic process","DEGs"
"Chir06Ox-b22130.2","Chir06Ox-b22130.2","AT5G17220","ATGSTF12",2.91213231149007,0.876,0.142,0,0,NA,NA,"anthocyanin-containing compound metabolic process, cation binding, cytoplasm, glutathione binding, glutathione transferase activity, nucleus, plant-type vacuole membrane, regulation of flavonol biosynthetic process, toxin catabolic process","DEGs"
"Chir06Ox-b07350.2","Chir06Ox-b07350.2","AT5G42800","DFR",3.53417329723638,0.908,0.161,0,0,NA,NA,"anthocyanin-containing compound biosynthetic process, dihydrokaempferol 4-reductase activity, extrinsic component of endoplasmic reticulum membrane, flavanone 4-reductase activity, oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor, protein binding","DEGs"
"Chir05Ox-b20680.2","Chir05Ox-b20680.2","AT3G55120","A11",1.73399561779953,0.713,0.192,0,0,NA,NA,"chalcone isomerase activity, chloroplast, cytosol, endoplasmic reticulum, flavonoid biosynthetic process, nucleus, plant-type vacuole membrane, protein binding, response to auxin, response to UV, response to UV-B","DEGs"
"Chir06Ox-b25540.2","Chir06Ox-b25540.2","AT5G13930","CHS",2.94303125832455,0.765,0.201,0,0,NA,NA,"acyltransferase activity, transferring groups other than amino-acyl groups, auxin polar transport, chalcone biosynthetic process, chalcone synthase activity, cytoplasm, endoplasmic reticulum, flavonoid biosynthetic process, naringenin-chalcone synthase activity, nucleus, plant-type vacuole membrane, polyketide biosynthetic process, protein binding, regulation of anthocyanin biosynthetic process, response to auxin, response to gravity, response to jasmonic acid, response to oxidative stress, response to UV-B, response to wounding","DEGs"
"Chir08Ox-b04570.2","Chir08Ox-b04570.2","AT4G04750","AT4G04750.1",1.10320142760088,0.836,0.232,0,0,NA,NA,"carbohydrate transmembrane transporter activity, chloroplast, membrane, mitochondrion, sugar transmembrane transporter activity, transmembrane transport, transmembrane transporter activity","DEGs"
"Chir06Ox-b33690.2","Chir06Ox-b33690.2","AT5G05270","AtCHIL",2.35064889694858,0.797,0.251,0,0,NA,NA,"chalcone isomerase activity, chloroplast, flavonoid biosynthetic process","DEGs"
"Chir06Ox-b22280.2","Chir06Ox-b22280.2","AT5G17050","AT5G17050.1",2.31891372897348,0.924,0.263,0,0,NA,NA,"anthocyanidin 3-O-glucosyltransferase activity, chloroplast, daphnetin 3-O-glucosyltransferase activity, flavonol 3-O-glucosyltransferase activity, glycosyltransferase activity, myricetin 3-O-glucosyltransferase activity, quercetin 3-O-glucosyltransferase activity, UDP-glucosyltransferase activity","DEGs"
