"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b14400.2","AT3G14780","AT3G14780.1",1.04836297113322,0.116,0.002,0,0,NA,NA,"biological_process, glucosyltransferase activity, nucleus, plasma membrane","DEGs"
"Chir01Ox-b24800.2","AT1G26450","T1K7.18",1.19698973359238,0.103,0.003,0,0,NA,NA,"biological_process, extracellular region, membrane, molecular_function, nucleus","DEGs"
"Chir05Ox-b04070.2","AT3G26760","MDJ14.5",1.34018832953576,0.511,0.007,0,0,NA,NA,"mitochondrion, root development, tissue development, zinc ion binding","DEGs"
"Chir06Ox-b19550.2","AT5G19530","AT5G19530.1",2.04204485071609,0.252,0.007,0,0,NA,NA,"auxin polar transport, cytoplasm, nucleus, phloem or xylem histogenesis, polyamine biosynthetic process, spermine synthase activity, thermospermine synthase activity, unidimensional cell growth, xylem vessel member cell differentiation","DEGs"
"Chir06Ox-b14280.2","AT5G25490","T14C9.30",1.26903928458523,0.332,0.008,0,0,NA,NA,"cell differentiation, cellular component biogenesis, cytoplasm, mRNA binding, nucleus, porphyrin-containing compound metabolic process, regionalization, regulation of biological quality, response to light stimulus, RNA binding","DEGs"
"Chir02Ox-b17390.2","AT1G70830","MLP28",3.25282933036041,0.309,0.019,0,0,NA,NA,"cell wall polysaccharide metabolic process, chloroplast, cytoplasm, cytosol, defense response, mitochondrion, molecular_function, nucleus","DEGs"
"Chir03Ox-b15440.2","AT3G15680","MSJ11.28",2.26998893931859,0.398,0.024,0,0,NA,NA,"cytoplasm, mRNA binding, nucleus, RNA binding, tissue development","DEGs"
"Chir03Ox-b16100.2","AT3G16330","MYA6.13",1.01238240462363,0.31,0.029,0,0,NA,NA,"cellular_component, molecular_function, secondary metabolic process","DEGs"
"Chir06Ox-b33630.2","AT5G05340","AT5G05340.1",1.09813611202306,0.134,0.033,1.19141850225492e-78,2.34232877543317e-74,NA,NA,"apoplast, extracellular region, Golgi apparatus, heme binding, lignin biosynthetic process, plant-type cell wall, positive regulation of syringal lignin biosynthetic process, protein binding, response to oxidative stress, xylem development","DEGs"
"Chir03Ox-b15040.2","AT3G15353","MT3",2.48160055373623,0.568,0.043,0,0,NA,NA,"cellular copper ion homeostasis, copper ion binding, extracellular region, hormone-mediated signaling pathway, response to cytokinin, zinc ion binding","DEGs"
