"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b24280.2","AT3G24140","FMA",1.51248533369084,0.431,0.006,0,0,"Yes","bHLH","DNA-binding transcription factor activity, guard cell differentiation, guard cell fate commitment, guard mother cell differentiation, negative regulation of cell division, negative regulation of histone H3-K27 methylation, nucleus, positive regulation of cell differentiation, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, response to low humidity, stomatal complex development","DEGs"
"Chir02Ox-b03290.2","AT1G62300","WRKY6",1.59956775513544,0.541,0.128,6.11097947936644e-66,1.20141856564344e-61,"Yes","WRKY","cellular response to boron-containing substance deprivation, cellular response to phosphate starvation, DNA-binding transcription factor activity, negative regulation of DNA-templated transcription, nucleus, protein binding, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b03000.2","AT3G25730","AT3G25730.1",1.08027348056008,0.663,0.145,1.31200623779508e-99,2.57940426350513e-95,"Yes","RAV","defense response, DNA-binding transcription factor activity, nucleus, plant epidermis development, regulation of DNA-templated transcription, response to inorganic substance, response to light stimulus, root morphogenesis, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b06840.2","AT3G28910","ATMYB30",1.52360128727737,0.696,0.192,3.63418795977457e-70,7.14481352891681e-66,"Yes","MYB","DNA-binding transcription factor activity, negative regulation of photomorphogenesis, nucleus, plant-type hypersensitive response, protein binding, response to auxin, response to bacterium, response to high light intensity, response to hypoxia, sequence-specific double-stranded DNA binding, transcription cis-regulatory region binding, very long-chain fatty acid biosynthetic process","DEGs"
"Chir01Ox-b04460.2","AT1G05230","AT1G05230.1",1.26490773279349,0.779,0.197,2.3935873608212e-101,4.70579275137449e-97,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, mucilage biosynthetic process involved in seed coat development, nucleus, plant-type cell wall cellulose metabolic process, positive regulation of DNA-templated transcription initiation, protein binding, seed coat development, transcription cis-regulatory region binding, trichome morphogenesis","DEGs"
"Chir05Ox-b26390.2","AT3G60530","AT3G60530.1",1.11760196780105,0.536,0.227,6.98560000408815e-32,1.37336896080373e-27,"Yes","GATA","cell differentiation, DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, response to light stimulus, transcription cis-regulatory region binding, zinc ion binding","DEGs"
"Chir01Ox-b14480.2","AT1G14440","AtHB31",1.0909590674975,0.657,0.25,6.69101730237299e-48,1.31545400164653e-43,"Yes","ZF-HD","DNA-binding transcription factor activity, long-day photoperiodism, flowering, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b35230.2","AT4G37790","HAT22",1.26783948527922,0.823,0.306,4.18770273715971e-77,8.23302358125599e-73,"Yes","HD-ZIP","abscisic acid-activated signaling pathway, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, response to abscisic acid, response to cytokinin, response to water deprivation, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b32290.2","AT5G06710","HAT14",1.809611210695,0.812,0.337,1.08653431538736e-74,2.13612646405155e-70,"Yes","HD-ZIP","defense response, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, regulation of DNA-templated transcription, response to bacterium, response to light stimulus, shoot system morphogenesis, signal transduction, tissue development, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b01380.2","AT2G02450","ANAC034",0.970390747531046,0.575,0.08,8.52491983581263e-133,1.67599923972076e-128,"Yes","NAC","developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding","DEGs"
