"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b28030.2","Chir03Ox-b28030.2","AT2G13820","AtXYP2",2.26878513344581,0.537,0.012,0.559056598738856,1,0,0,NA,NA,"extracellular region, lipid binding, lipid transport, plasma membrane, xylem development","GEP_10"
"Chir02Ox-b00230.2","Chir02Ox-b00230.2","AT1G64620","VDOF2",1.03759651495137,0.617,0.035,0.246959147098806,17,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, transcription cis-regulatory region binding","GEP_10"
"Chir01Ox-b27170.2","Chir01Ox-b27170.2","AT1G28400","F3M18.16",2.3405558681797,0.798,0.041,0.26447359298486,13,0,0,NA,NA,"biological_process, cellular_component, molecular_function","GEP_10"
"Chir04Ox-b23870.2","Chir04Ox-b23870.2","AT2G41130","STC8",1.08880076342306,0.445,0.047,0.262581989409694,14,0,0,"Yes","bHLH","chloroplast envelope, DNA-binding transcription factor activity, hyperosmotic salinity response, nucleus, protein dimerization activity, regulation of DNA-templated transcription","GEP_10"
"Chir07Ox-b21070.2","Chir07Ox-b21070.2","AT4G24060","Dof4.6",1.14794356329312,0.76,0.065,0.143780233626199,25,0,0,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","GEP_10"
"Chir02Ox-b03080.2","Chir02Ox-b03080.2","AT1G62380","ATACO2",1.39088585419964,0.274,0.07,0.160506840421096,24,4.52562410994601e-165,8.89737700015386e-161,NA,NA,"1-aminocyclopropane-1-carboxylate oxidase activity, cellular response to fatty acid, cellular response to nitric oxide, copper ion binding, cytoplasm, cytosol, detection of ethylene stimulus, dioxygenase activity, endoplasmic reticulum, ethylene biosynthetic process, Golgi apparatus, nucleus, plant-type cell wall, plasma membrane, plasmodesma, positive regulation of seed germination","GEP_10"
"Chir02Ox-b22440.2","Chir02Ox-b22440.2","AT1G75500","UMAMIT5",2.15482399557693,0.599,0.086,0.245008859016488,18,0,0,NA,NA,"auxin export across the plasma membrane, mitochondrion, plant-type secondary cell wall biogenesis, plant-type vacuole, plant-type vacuole membrane, plasma membrane, positive regulation of auxin metabolic process, positive regulation of tryptophan metabolic process, transmembrane transporter activity, unidimensional cell growth","GEP_10"
"Chir06Ox-b17980.2","Chir06Ox-b17980.2","AT5G21105",NA,1.56068126104553,0.71,0.095,0.203509198389479,20,0,0,NA,NA,"alpha-amino acid metabolic process, carboxylic acid biosynthetic process, copper ion binding, extracellular region, L-ascorbate oxidase activity, oxidoreductase activity, plant-type cell wall, plasmodesma, response to jasmonic acid, response to water deprivation, response to wounding","GEP_10"
"Chir04Ox-b18820.2","Chir04Ox-b18820.2","AT2G36570","PXC1",0.992687679390746,0.625,0.048,0.229807488226331,19,0,0,NA,NA,"kinase activity, plant-type secondary cell wall biogenesis, plasma membrane, protein kinase activity, protein phosphorylation","GEP_10"
"Chir08Ox-b24020.2","Chir08Ox-b24020.2","AT5G61480","PXY",0.837351421801739,0.417,0.037,0.303399006847801,10,0,0,NA,NA,"cell division, phloem or xylem histogenesis, plasma membrane, procambium histogenesis, protein binding, protein phosphorylation, protein serine/threonine kinase activity, secondary shoot formation, xylem development","GEP_10"
