"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir06Ox-b14960.2","AT5G24800","ATBZIP9",1.11087941435994,0.224,0.024,1.43935153563909e-73,2.82976511906646e-69,"Yes","bZIP","cellular response to glucose stimulus, DNA-binding transcription factor activity, nucleus, protein binding, protein heterodimerization activity, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b25450.2","AT5G14000","anac084",1.01323073271563,0.209,0.039,2.65949106500637e-35,5.22855943380253e-31,"Yes","NAC","carboxylic acid biosynthetic process, cellular catabolic process, cellular lipid metabolic process, DNA binding, DNA-binding transcription factor activity, lipid biosynthetic process, nucleus, organic cyclic compound catabolic process, organic hydroxy compound metabolic process, regulation of DNA-templated transcription, response to salt stress, secondary metabolic process, transcription cis-regulatory region binding","DEGs"
"Chir03Ox-b06010.2","AT3G06490","MYB108",0.788482474383948,0.114,0.012,2.12704232896079e-38,4.18176521873691e-34,"Yes","MYB","DNA-binding transcription factor activity, nucleus, positive regulation of anther dehiscence, regulation of DNA-templated transcription, response to fungus, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b10420.2","AT3G45610","AT3G45610.1",0.737008279422221,0.254,0.025,1.52517085037996e-90,2.99848589184701e-86,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, root radial pattern formation, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b35940.2","AT4G39780","ERF60",0.681188732180867,0.179,0.068,1.97493172822646e-10,3.88271577769321e-06,"Yes","ERF","defense response, DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, response to light stimulus, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b07120.2","AT1G07640","OBP2",0.564396686213613,0.264,0.021,5.28085262493221e-121,1.03821562606167e-116,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regionalization, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, regulation of root development, response to insect, response to jasmonic acid, response to wounding, root radial pattern formation, transcription cis-regulatory region binding","DEGs"
"Chir03Ox-b00650.2","AT3G01470","ATHB-1",0.54764677283988,0.254,0.043,2.25928233984288e-49,4.4417490801311e-45,"Yes","HD-ZIP","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, leaf morphogenesis, negative regulation of translation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell growth, response to blue light, response to salt stress, sequence-specific DNA binding","DEGs"
"Chir05Ox-b02240.2","AT2G03500","HHO4",0.53915224605511,0.249,0.002,0,0,"Yes","G2-like","DNA-binding transcription factor activity, gibberellic acid mediated signaling pathway, histone H3-K36 methylation, negative regulation of long-day photoperiodism, flowering, negative regulation of nucleic acid-templated transcription, nucleus, protein binding, regulation of DNA-templated transcription, response to temperature stimulus","DEGs"
"Chir07Ox-b34150.2","AT4G36710","HAM4",0.480783231853473,0.234,0.053,6.85020168504914e-31,1.34674965128066e-26,"Yes","GRAS","cell differentiation, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of shoot system development, sequence-specific DNA binding","DEGs"
"Chir01Ox-b27710.2","AT1G29160","COG1",0.458709454886948,0.269,0.091,1.04592026157257e-19,2.05627923425167e-15,"Yes","Dof","DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, seed coat development, transcription cis-regulatory region binding","DEGs"
