"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b28020.2","AT2G45180","AT2G45180.1",1.23446109845749,0.769,0.321,0,0,NA,NA,"chloroplast thylakoid membrane, extracellular region, innate immune response activating cell surface receptor signaling pathway, response to salt stress","DEGs"
"Chir03Ox-b00610.2","AT3G01500","CA1",1.23598356072468,0.683,0.343,0,0,NA,NA,"apoplast, carbon utilization, carbonate dehydratase activity, chloroplast, chloroplast envelope, chloroplast stroma, chloroplast thylakoid membrane, cytoplasm, cytosol, mRNA binding, negative regulation of stomatal complex development, photosynthesis, plasma membrane, regulation of stomatal movement, response to carbon dioxide, response to cold, stromule, thylakoid, zinc ion binding","DEGs"
"Chir04Ox-b21570.2","AT2G39010","PIP2E",1.70177331877277,0.961,0.347,0,0,NA,NA,"cell wall organization or biogenesis, channel activity, Golgi apparatus, hyperosmotic salinity response, mRNA binding, plasma membrane, response to abscisic acid, response to cold, response to light stimulus, response to nematode, response to salt stress, response to water deprivation, response to wounding, transmembrane transport, water channel activity, water transport","DEGs"
"Chir06Ox-b18420.2","AT5G20630","GLP3",1.99901451760703,0.89,0.356,0,0,NA,NA,"apoplast, extracellular matrix, extracellular region, manganese ion binding, nucleus, plant-type cell wall, plastid, secretory vesicle","DEGs"
"Chir02Ox-b19280.2","AT1G72610","GLP1",1.4473215210119,0.834,0.375,0,0,NA,NA,"cell division, extracellular matrix, extracellular region, growth, manganese ion binding, meiotic cell cycle process, mitochondrion, regulation of chlorophyll biosynthetic process, response to light intensity","DEGs"
"Chir08Ox-b17400.2",NA,NA,1.50102511411242,0.885,0.4,0,0,NA,NA,NA,"DEGs"
"Chir04Ox-b16600.2","AT2G34430","LHB1B1",1.85566157887246,0.862,0.445,0,0,NA,NA,"chlorophyll binding, chloroplast, chloroplast envelope, chloroplast thylakoid, chloroplast thylakoid membrane, endoplasmic reticulum, photosynthesis, photosynthesis, light harvesting in photosystem I, photosynthesis, light harvesting in photosystem II, response to light stimulus, thylakoid, thylakoid membrane","DEGs"
"Chir07Ox-b20580.2",NA,NA,1.59286035214135,0.971,0.454,0,0,NA,NA,NA,"DEGs"
"Chir06Ox-b09380.2","AT5G48490","DIR1-like",1.0605470663124,0.929,0.552,0,0,NA,NA,"extracellular region, fatty acid binding, response to light stimulus, secretory vesicle, systemic acquired resistance","DEGs"
"Chir01Ox-b20460.2","AT1G20620","CAT3",1.12950686130321,0.908,0.581,0,0,NA,NA,"apoplast, catalase activity, cellular response to nitrogen starvation, cellular response to phosphate starvation, cellular response to sulfate starvation, chloroplast, chloroplast envelope, chloroplast stroma, cobalt ion binding, cytoplasm, cytosol, cytosolic ribosome, heme binding, hydrogen peroxide catabolic process, mitochondrion, mRNA binding, nucleus, peptidyl-cysteine S-nitrosylase activity, peroxisome, plant-type cell wall, plant-type vacuole, plasma membrane, plasmodesma, protein binding, response to cold, response to hydrogen peroxide, response to light stimulus, response to oxidative stress","DEGs"
