"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b00240.2","AT2G21140","ATPRP2",1.57215883084191,0.179,0.001,0,0,NA,NA,"cell differentiation, plant-type cell wall, plant-type cell wall organization","DEGs"
"Chir02Ox-b17620.2","AT1G71050","HIPP20",1.36827971233501,0.237,0.005,1.63729040551103e-302,3.21891293723468e-298,NA,NA,"cadmium ion homeostasis, cytoplasm, detoxification of cadmium ion, molecular_function","DEGs"
"Chir05Ox-b04350.2","AT3G26960","MOJ10.4",1.15748820459391,0.382,0.007,0,0,NA,NA,"extracellular region, molecular_function, pattern specification process, response to light stimulus, shoot system development","DEGs"
"Chir01Ox-b11730.2","AT1G11850","F12F1.31",4.62957443922977,0.815,0.017,0,0,NA,NA,"cell wall organization or biogenesis, cellular_component, molecular_function, tissue development","DEGs"
"Chir08Ox-b30160.2","AT5G66440","K1F13.9",1.70520535355855,0.474,0.02,0,0,NA,NA,"defense response to other organism, molecular_function, nucleus, regulation of developmental process, response to fungus","DEGs"
"Chir03Ox-b10200.2","AT3G10910","ATL72",1.09617931756775,0.578,0.021,0,0,NA,NA,"cellular response to radiation, hormone-mediated signaling pathway, nucleus, regulation of defense response, response to abscisic acid, response to blue light","DEGs"
"Chir07Ox-b01700.2","AT5G40780","LHT1",1.43303983337863,0.266,0.021,2.34690699549616e-106,4.61401915314545e-102,NA,NA,"acidic amino acid transmembrane transporter activity, amino acid import, amino acid transmembrane transport, amino acid transmembrane transporter activity, cytoplasm, defense response, membrane, plastid","DEGs"
"Chir04Ox-b11570.2","AT2G29995",NA,1.05569051276999,0.301,0.022,8.31620813367243e-132,1.63496651908e-127,NA,NA,"inorganic ion homeostasis, mitochondrion, molecular_function, protein-containing complex assembly, response to inorganic substance","DEGs"
"Chir03Ox-b14380.2","AT3G14760","T21E2.1",1.54065590787682,0.595,0.023,0,0,NA,NA,"cellular_component, molecular_function, response to light stimulus","DEGs"
"Chir05Ox-b12230.2","AT3G47380","AtPMEI11",2.51431199319159,0.705,0.03,0,0,NA,NA,"apoplast, enzyme inhibitor activity, extracellular region, negative regulation of catalytic activity, pectinesterase inhibitor activity, plant-type cell wall organization or biogenesis","DEGs"
