"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir07Ox-b20540.2","AT4G23550","WRKY29",1.73156551248158,0.486,0.005,0,0,"Yes","WRKY","DNA-binding transcription factor activity, nucleus, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b02980.2","AT3G25710","ATAIG1",1.20619199780637,0.538,0.044,0,0,"Yes","bHLH","anthocyanin-containing compound biosynthetic process, cellular response to phosphate starvation, DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription, root development, root hair cell development","DEGs"
"Chir04Ox-b23870.2","AT2G41130","STC8",1.04962424945673,0.577,0.049,0,0,"Yes","bHLH","chloroplast envelope, DNA-binding transcription factor activity, hyperosmotic salinity response, nucleus, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
"Chir08Ox-b23440.2","AT5G60970","TCP5",1.1272555434238,0.724,0.084,0,0,"Yes","TCP","cell differentiation, DNA-binding transcription factor activity, leaf development, leaf morphogenesis, leaf senescence, nucleus, positive regulation of development, heterochronic, protein binding, regulation of DNA-templated transcription, response to heat, sequence-specific DNA binding","DEGs"
"Chir01Ox-b19750.2","AT1G19850","ARF5",0.89751923477943,0.641,0.21,6.48251341774136e-223,1.27446213792795e-218,"Yes","ARF","DNA-binding transcription factor activity, embryo development ending in seed dormancy, flower development, identical protein binding, leaf vascular tissue pattern formation, longitudinal axis specification, meristem development, nucleus, protein binding, regulation of DNA-templated transcription, response to auxin, root development, transcription cis-regulatory region binding, xylem and phloem pattern formation","DEGs"
"Chir04Ox-b29790.2","AT2G46870","AT2G46870.1",0.845101009699927,0.648,0.188,0,0,"Yes","B3","DNA-binding transcription factor activity, flower development, leaf development, nucleus, protein binding, regulation of leaf morphogenesis, sequence-specific DNA binding, stigma development","DEGs"
"Chir04Ox-b12850.2","AT2G31070","TCP10",0.756865772922136,0.579,0.111,0,0,"Yes","TCP","cell differentiation, DNA-binding transcription factor activity, leaf development, leaf morphogenesis, leaf senescence, nucleus, positive regulation of development, heterochronic, protein binding, regulation of DNA-templated transcription, regulation of secondary shoot formation, sequence-specific DNA binding","DEGs"
"Chir01Ox-b43460.2","AT1G55110","AtIDD7",0.710550684508954,0.634,0.209,1.44015088888761e-240,2.83133664755305e-236,"Yes","C2H2","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir01Ox-b28620.2","AT1G29950","AT1G29950.1",0.703510718797254,0.638,0.244,1.05431319252055e-181,2.07277973649541e-177,"Yes","bHLH","DNA-binding transcription factor activity, nucleus, protein binding, protein dimerization activity, regulation of DNA-templated transcription","DEGs"
"Chir07Ox-b21070.2","AT4G24060","Dof4.6",0.669673675546208,0.45,0.084,1.63763730269628e-288,3.21959493710089e-284,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
