"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","coefficient","rank","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b20210.2","Chir04Ox-b20210.2","AT2G37280","PDR5",1.03438924391624,0.626,0.006,0.487304798190648,9,0,0,NA,NA,"ABC-type transporter activity, ATPase-coupled transmembrane transporter activity, mitochondrion, nucleus, plasma membrane, response to cesium ion","GEP_6"
"Chir07Ox-b33740.2","Chir07Ox-b33740.2","AT4G36230","F23E13.120",1.30810421319594,0.707,0.007,0.818775768056835,1,0,0,NA,NA,"alpha-amino acid metabolic process, cell wall organization or biogenesis, cellular developmental process, molecular_function, protein-containing complex assembly","GEP_6"
"Chir08Ox-b26390.2","Chir08Ox-b26390.2","AT5G63850","AAP4",1.59447765996078,0.512,0.009,0.401205581048786,13,0,0,NA,NA,"acidic amino acid transmembrane transporter activity, amino acid transmembrane transport, amino acid transmembrane transporter activity, amino acid transport, membrane, neutral amino acid transmembrane transporter activity, plasma membrane, primary active transmembrane transporter activity, transmembrane transport","GEP_6"
"Chir05Ox-b16400.2","Chir05Ox-b16400.2","AT3G51060","STY1",1.16707505294172,0.734,0.01,0.799470266822206,3,0,0,"Yes","SRS","anther development, auxin homeostasis, DNA binding, DNA-binding transcription factor activity, negative regulation of gibberellic acid mediated signaling pathway, nucleus, pollen development, positive regulation of DNA-templated transcription, protein heterodimerization activity, stigma development, style development, xylem and phloem pattern formation","GEP_6"
"Chir01Ox-b19700.2","Chir01Ox-b19700.2","AT1G19790","SRS7",1.91473150974553,0.796,0.012,0.800438293465992,2,0,0,"Yes","SRS","DNA binding, DNA-binding transcription factor activity, mRNA transcription, nucleus, positive regulation of DNA-templated transcription, protein binding","GEP_6"
"Chir04Ox-b25790.2","Chir04Ox-b25790.2","AT2G43050","PME16",1.3801874459137,0.563,0.016,0.768209379869231,4,0,0,NA,NA,"carboxylic acid metabolic process, cell differentiation, cell wall modification, cell wall organization or biogenesis, developmental growth, extracellular region, pectin catabolic process, pectinesterase activity, pectinesterase inhibitor activity, plant epidermis development, seed development","GEP_6"
"Chir05Ox-b26740.2","Chir05Ox-b26740.2","AT3G60890","AT3G60890.1",2.57333134233772,0.749,0.02,0.649405868532486,6,0,0,NA,NA,"biological_process, mitochondrion, protein binding","GEP_6"
"Chir07Ox-b33690.2","Chir07Ox-b33690.2","AT4G36160","ANAC076",1.09387475261089,0.56,0.022,0.427203603344297,11,0,0,"Yes","NAC","DNA binding, DNA-binding transcription factor activity, nucleus, positive regulation of secondary cell wall biogenesis, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, transcription cis-regulatory region binding, xylem vessel member cell differentiation","GEP_6"
"Chir03Ox-b24740.2","Chir03Ox-b24740.2","AT3G24450","AtHMP27",1.15095874004525,0.596,0.025,0.421538664974988,12,0,0,NA,NA,"metal ion binding, response to light intensity","GEP_6"
"Chir07Ox-b33770.2","Chir07Ox-b33770.2","AT4G36260","STY2",1.19210300756442,0.724,0.027,0.688232712494683,5,0,0,"Yes","SRS","anther development, auxin homeostasis, DNA binding, DNA-binding transcription factor activity, negative regulation of gibberellic acid mediated signaling pathway, nucleus, pollen development, positive regulation of DNA-templated transcription, protein binding, stigma development, style development, xylem and phloem pattern formation","GEP_6"
