"","gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir04Ox-b23440.2","Chir04Ox-b23440.2","AT2G40670","ARR16",1.11678879548191,0.52,0.009,0,0,NA,NA,"cytokinin-activated signaling pathway, cytoplasm, phosphorelay response regulator activity, protein binding, regulation of DNA-templated transcription, response to cytokinin","GEP_29and DEGs"
"Chir03Ox-b14380.2","Chir03Ox-b14380.2","AT3G14760","T21E2.1",1.22365175022791,0.467,0.013,0,0,NA,NA,"cellular_component, molecular_function, response to light stimulus","GEP_29and DEGs"
"Chir06Ox-b37080.2","Chir06Ox-b37080.2","AT5G01180","PTR5",0.775861853561551,0.422,0.023,0,0,NA,NA,"dipeptide transport, nucleus, plasma membrane, pollen tube growth, tripeptide transmembrane transporter activity","GEP_33and DEGs"
"Chir01Ox-b32760.2","Chir01Ox-b32760.2","AT1G34245","AT1G34245.1",2.7346118670367,0.736,0.037,0,0,NA,NA,"extracellular region, guard cell differentiation, negative regulation of stomatal complex development, plant epidermis morphogenesis, protein kinase binding, stomatal complex development","GEP_29and DEGs"
"Chir06Ox-b28370.2","Chir06Ox-b28370.2","AT5G10890","T30N20.160",1.04271113229971,0.655,0.047,0,0,NA,NA,"asymmetric cell division, molecular_function, nucleus","GEP_33and DEGs"
"Chir03Ox-b26100.2","Chir03Ox-b26100.2","AT2G04100","AT2G04100.2",1.00253435659748,0.612,0.049,0,0,NA,NA,"antiporter activity, chloroplast, defense response to bacterium, defense response to other organism, membrane, regulation of defense response, response to fungus, secondary metabolic process, transmembrane transporter activity, xenobiotic detoxification by transmembrane export across the plasma membrane, xenobiotic transmembrane transporter activity","GEP_29and DEGs"
"Chir07Ox-b14510.2","Chir07Ox-b14510.2","AT4G17680","EBS1",1.19452360142006,0.779,0.05,0,0,NA,NA,"nucleus, protein binding, regulation of defense response, response to alkaline pH, ubiquitin-protein transferase activity","GEP_29and DEGs"
"Chir04Ox-b05930.2","Chir04Ox-b05930.2","AT2G24762","AtGDU4",0.265955761876093,0.154,0.052,9.28421687932299e-42,1.8252770384749e-37,NA,NA,"chloroplast, molecular_function, regulation of amino acid export","GEP_33and DEGs"
"Chir06Ox-b36980.2","Chir06Ox-b36980.2","AT5G01075","TWS1",0.42766679905408,0.358,0.052,0,0,NA,NA,"endomembrane system, protein storage vacuole organization","GEP_33and DEGs"
"Chir07Ox-b16250.2","Chir07Ox-b16250.2","AT4G19380","T5K18.160",0.609035146914413,0.455,0.055,0,0,NA,NA,"biological_process, chloroplast, flavin adenine dinucleotide binding, long-chain-alcohol oxidase activity","GEP_33and DEGs"
"Chir05Ox-b27770.2","Chir05Ox-b27770.2","AT3G62070","T17J13.30",2.17529446512527,0.833,0.058,0,0,NA,NA,"cellular_component, defense response to other organism, meristem initiation, molecular_function, response to jasmonic acid, response to red or far red light","GEP_29and DEGs"
"Chir05Ox-b16920.2","Chir05Ox-b16920.2","AT3G51600","AT3G51600.1",1.24916216609923,0.421,0.059,0,0,NA,NA,"cytosol, extracellular region, lipid transport, lipid transporter activity, plant-type cell wall, plasmodesma","GEP_29and DEGs"
"Chir05Ox-b01380.2","Chir05Ox-b01380.2","AT2G02450","ANAC034",1.24683611556409,0.795,0.061,0,0,"Yes","NAC","developmental growth, DNA-binding transcription factor activity, nucleus, plastid organization, regulation of DNA-templated transcription, response to light stimulus, response to salicylic acid, response to wounding","GEP_29and DEGs"
"Chir08Ox-b23340.2","Chir08Ox-b23340.2","AT5G60880","BASL",2.59742480406316,0.95,0.061,0,0,NA,NA,"asymmetric cell division, cell cortex, cell periphery, nucleus, plasma membrane, protein binding, regulation of asymmetric cell division, stomatal complex development, unidimensional cell growth","GEP_29and DEGs"
"Chir08Ox-b14990.2","Chir08Ox-b14990.2","AT5G53210","SPCH",1.40959583512389,0.837,0.062,0,0,"Yes","bHLH","cytoplasm, DNA-binding transcription activator activity, DNA-binding transcription factor activity, guard cell differentiation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of DNA-templated transcription, regulation of response to osmotic stress, regulation of stomatal complex development, response to low humidity, response to osmotic stress, stomatal complex development","GEP_29and DEGs"
"Chir04Ox-b30440.2","Chir04Ox-b30440.2","AT2G47485","AT2G47485.1",0.663275826386785,0.482,0.07,0,0,NA,NA,"inorganic ion homeostasis, mitochondrion, monocarboxylic acid metabolic process","GEP_33and DEGs"
"Chir07Ox-b23930.2","Chir07Ox-b23930.2","AT4G26790","GGL23",0.323923793775645,0.402,0.095,2.22289223767684e-198,4.37020613927268e-194,NA,NA,"hydrolase activity, acting on ester bonds","GEP_33and DEGs"
"Chir01Ox-b07190.2","Chir01Ox-b07190.2",NA,NA,0.629260095581325,0.561,0.113,0,0,NA,NA,NA,"GEP_33and DEGs"
"Chir01Ox-b32940.2","Chir01Ox-b32940.2","AT1G34640","F12K21.2",0.448342253954696,0.558,0.13,3.44852105120763e-283,6.77979238667419e-279,NA,NA,"anther wall tapetum development, cellular lipid metabolic process, cellular response to starvation, glucosinolate metabolic process, lipid biosynthetic process, membrane lipid biosynthetic process, mitochondrion, molecular_function, organelle organization, oxoacid metabolic process, secondary metabolic process, secondary metabolite biosynthetic process, signal peptidase complex, signal peptide processing","GEP_33and DEGs"
"Chir03Ox-b13500.2","Chir03Ox-b13500.2","AT3G14000","ATBRXL2",1.18420871534222,0.714,0.134,0,0,NA,NA,"cellular developmental process, molecular_function, nucleus, regulation of cellular component organization","GEP_33and DEGs"
"Chir03Ox-b22760.2","Chir03Ox-b22760.2","AT3G22760","SOL1",1.16347330712073,0.725,0.071,0,0,"Yes","CPP","DNA-binding transcription factor activity, mitotic G1 phase, mitotic G2 phase, mitotic S phase, nucleus, stomatal complex patterning, stomatal lineage progression, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b04460.2","Chir01Ox-b04460.2","AT1G05230","AT1G05230.1",1.10108444098577,0.859,0.18,0,0,"Yes","HD-ZIP","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, lipid binding, maintenance of floral organ identity, mucilage biosynthetic process involved in seed coat development, nucleus, plant-type cell wall cellulose metabolic process, positive regulation of DNA-templated transcription initiation, protein binding, seed coat development, transcription cis-regulatory region binding, trichome morphogenesis","DEGs"
"Chir08Ox-b04440.2","Chir08Ox-b04440.2","AT4G04890","AT4G04890.1",1.12398017043063,0.912,0.19,0,0,"Yes","HD-ZIP","cell differentiation, cotyledon development, DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, epidermal cell differentiation, lipid binding, maintenance of floral organ identity, nucleus, protein binding, regulation of seed dormancy process, regulation of seed germination, seed germination, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b18410.2","Chir07Ox-b18410.2","AT4G21750","AT4G21750.1",1.09803102399112,0.931,0.204,0,0,"Yes","HD-ZIP","cell differentiation, cotyledon development, DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, epidermal cell differentiation, lipid binding, nucleus, plant epidermal cell differentiation, protein binding, regulation of DNA-templated transcription, regulation of seed dormancy process, regulation of seed germination, seed germination, sequence-specific DNA binding","DEGs"
"Chir01Ox-b14480.2","Chir01Ox-b14480.2","AT1G14440","AtHB31",1.53738346712465,0.873,0.233,0,0,"Yes","ZF-HD","DNA-binding transcription factor activity, long-day photoperiodism, flowering, nucleus, protein binding, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir05Ox-b04050.2","Chir05Ox-b04050.2","AT3G26744","ICE1",1.10763663549993,0.891,0.508,0,0,"Yes","bHLH","abscisic acid-activated signaling pathway, cis-regulatory region sequence-specific DNA binding, core promoter sequence-specific DNA binding, DNA binding, DNA-binding transcription factor activity, endosperm development, negative regulation of DNA-templated transcription, nucleus, positive regulation of DNA-templated transcription, protein binding, protein dimerization activity, regulation of abscisic acid biosynthetic process, regulation of DNA-templated transcription, response to cold, response to freezing, seed dormancy process, seed morphogenesis, sequence-specific DNA binding, stomatal lineage progression, transcription cis-regulatory region binding","DEGs"
