"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir01Ox-b16570.2","AT1G16530","LBD3",1.86675029374878,0.801,0.063,0,0,"Yes","LBD","cell differentiation, nucleus, root morphogenesis, tissue development, transcription cis-regulatory region binding","DEGs"
"Chir08Ox-b28310.2","AT5G65640","bHLH093",1.03962604218578,0.541,0.177,2.38229008398274e-102,4.68358230511007e-98,"Yes","bHLH","DNA-binding transcription factor activity, gibberellin catabolic process, nucleus, protein dimerization activity, regulation of DNA-templated transcription, regulation of gibberellin biosynthetic process, sequence-specific DNA binding","DEGs"
"Chir05Ox-b22010.2","AT3G56400","WRKY70",1.25950373339122,0.554,0.185,3.37469263605226e-86,6.63464572247875e-82,"Yes","WRKY","camalexin biosynthetic process, cellular response to hypoxia, defense response to bacterium, defense response to fungus, defense response to oomycetes, DNA-binding transcription factor activity, floral organ senescence, indole glucosinolate biosynthetic process, induced systemic resistance, induced systemic resistance, jasmonic acid mediated signaling pathway, leaf senescence, negative regulation of DNA-templated transcription, negative regulation of leaf senescence, nucleus, positive regulation of salicylic acid mediated signaling pathway, protein binding, regulation of brassinosteroid mediated signaling pathway, regulation of defense response, regulation of DNA-templated transcription, regulation of ethylene-activated signaling pathway, regulation of jasmonic acid mediated signaling pathway, regulation of response to osmotic stress, regulation of response to water deprivation, regulation of salicylic acid mediated signaling pathway, regulation of stomatal closure, response to bacterium, response to insect, response to jasmonic acid, response to osmotic stress, response to reactive oxygen species, response to salicylic acid, sequence-specific DNA binding, systemic acquired resistance, salicylic acid mediated signaling pathway, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b27110.2","AT1G28360","ATERF12",1.04460232602434,0.635,0.189,1.51808105840963e-140,2.98454736083334e-136,"Yes","ERF","DNA binding, DNA-binding transcription factor activity, ethylene-activated signaling pathway, intracellular anatomical structure, nucleus, protein binding, regulation of DNA-templated transcription","DEGs"
"Chir04Ox-b10110.2","AT2G28550","RAP2.7",1.13161590890748,0.761,0.37,6.73032805723214e-113,1.32318249605184e-108,"Yes","AP2","DNA binding, DNA-binding transcription factor activity, negative regulation of gene expression, negative regulation of innate immune response, nucleus, plant organ morphogenesis, protein binding, regulation of DNA-templated transcription, sequence-specific DNA binding, vegetative to reproductive phase transition of meristem","DEGs"
"Chir01Ox-b04960.2","AT1G05710","F3F20.16",1.24648684551163,0.753,0.406,2.10892896717767e-89,4.14615434947129e-85,"Yes","bHLH","DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, nucleus, protein binding, protein dimerization activity, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding","DEGs"
"Chir03Ox-b32690.2","AT2G18160","ATBZIP2",1.43635261159872,0.9,0.567,1.44816449916786e-123,2.84709140536401e-119,"Yes","bZIP","DNA-binding transcription factor activity, nucleus, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b30310.2","AT4G32980","ATH1",0.978506581376221,0.693,0.24,2.32328533368264e-140,4.56757896602006e-136,"Yes","TALE","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, floral organ abscission, meristem maintenance, negative regulation of cell population proliferation, nucleus, photomorphogenesis, protein binding, regulation of gibberellin biosynthetic process, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, sequence-specific DNA binding, shoot organ boundary specification, vegetative to reproductive phase transition of meristem","DEGs"
"Chir08Ox-b30210.2","AT5G66350","SHI",0.924548035762634,0.533,0.024,0,0,"Yes","SRS","anther development, DNA binding, DNA-binding transcription factor activity, gibberellic acid mediated signaling pathway, negative regulation of gibberellic acid mediated signaling pathway, nucleus, pollen development, positive regulation of DNA-templated transcription, protein binding, protein heterodimerization activity, regulation of DNA-templated transcription, response to gibberellin, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b36910.2","AT5G02030","LSN",0.815939947672394,0.577,0.03,0,0,"Yes","TALE","cytosol, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, floral whorl morphogenesis, fruit development, internode patterning, maintenance of floral meristem identity, maintenance of inflorescence meristem identity, negative regulation of DNA-templated transcription, nucleus, pattern specification process, plant organ formation, protein binding, regulation of transcription by RNA polymerase II, RNA polymerase II cis-regulatory region sequence-specific DNA binding, secondary shoot formation, sequence-specific DNA binding, shoot system development, vegetative to reproductive phase transition of meristem, xylem and phloem pattern formation, xylem development","DEGs"
