"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir03Ox-b01000.2","AT3G01190","T4P13.12",1.01567441491708,0.137,0.001,0,0,NA,NA,"extracellular region, heme binding, peroxidase activity, plant-type cell wall, response to oxidative stress, response to stress","DEGs"
"Chir04Ox-b26410.2","AT2G43590","F18O19.30",1.0452795939646,0.168,0.001,0,0,NA,NA,"cell wall macromolecule catabolic process, cellular response to hormone stimulus, cellular response to oxygen-containing compound, chitinase activity, defense response to bacterium, defense response to fungus, extracellular region, oxoacid metabolic process, regulation of defense response, response to inorganic substance, root morphogenesis, secondary metabolic process, secretory vesicle","DEGs"
"Chir05Ox-b10320.2",NA,NA,2.71787184224105,0.184,0.002,0,0,NA,NA,NA,"DEGs"
"Chir07Ox-b31070.2","AT5G26130","AtCAPE8",1.13787469255914,0.166,0.002,0,0,NA,NA,"biological_process, extracellular region, extracellular space, molecular_function","DEGs"
"Chir03Ox-b05160.2","AT3G05727","DEG28",1.1392101965974,0.11,0.004,2.07802071495155e-303,4.08538872559476e-299,NA,NA,"biological_process, extracellular region, molecular_function, secretory vesicle","DEGs"
"Chir07Ox-b16670.2","AT4G19810","ChiC",1.01053450619967,0.257,0.005,0,0,NA,NA,"chitin binding, chitin catabolic process, chitinase activity, endochitinase activity, exochitinase activity, extracellular region, plant-type cell wall, response to abscisic acid, response to jasmonic acid, response to salt stress, secretory vesicle","DEGs"
"Chir04Ox-b21490.2","AT2G38940","ATPT2",1.17760728453201,0.335,0.006,0,0,NA,NA,"cytoplasm, Golgi apparatus, inorganic phosphate transmembrane transporter activity, phosphate ion transmembrane transporter activity, plasma membrane, plasmodesma, protein binding, transmembrane transport, vacuole","DEGs"
"Chir06Ox-b01170.2","AT5G46730","MZA15.15",1.20751773339533,0.478,0.008,0,0,NA,NA,"molecular_function, tissue development","DEGs"
"Chir03Ox-b16480.2",NA,NA,5.08006391337354,0.378,0.011,0,0,NA,NA,NA,"DEGs"
"Chir01Ox-b25480.2",NA,NA,4.48243563672505,0.256,0.013,0,0,NA,NA,NA,"DEGs"
