"gene_ID","AT_ID","Gene_code_name","avg_log2FC","pct.1","pct.2","p_val","p_val_adj","TF","TF_family","Gene_functions","source"
"Chir06Ox-b14960.2","AT5G24800","ATBZIP9",1.39235372239727,0.301,0.024,3.09778665413241e-102,6.09024856202432e-98,"Yes","bZIP","cellular response to glucose stimulus, DNA-binding transcription factor activity, nucleus, protein binding, protein heterodimerization activity, protein homodimerization activity, regulation of DNA-templated transcription, transcription cis-regulatory region binding","DEGs"
"Chir02Ox-b16030.2","AT1G69580","AT1G69580.1",1.28087356938715,0.37,0.044,9.87868600570113e-83,1.94214966872084e-78,"Yes","G2-like","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription","DEGs"
"Chir05Ox-b10420.2","AT3G45610","AT3G45610.1",0.96011422931885,0.349,0.025,1.03442940451447e-131,2.03368820927546e-127,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regulation of DNA-templated transcription, root radial pattern formation, transcription cis-regulatory region binding","DEGs"
"Chir07Ox-b35940.2","AT4G39780","ERF60",0.929289958220352,0.226,0.068,9.22498387984479e-15,1.81363183077749e-10,"Yes","ERF","defense response, DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, response to light stimulus, sequence-specific DNA binding, transcription cis-regulatory region binding","DEGs"
"Chir06Ox-b25450.2","AT5G14000","anac084",0.81807080899367,0.171,0.04,3.62644142368434e-16,7.12958383896341e-12,"Yes","NAC","carboxylic acid biosynthetic process, cellular catabolic process, cellular lipid metabolic process, DNA binding, DNA-binding transcription factor activity, lipid biosynthetic process, nucleus, organic cyclic compound catabolic process, organic hydroxy compound metabolic process, regulation of DNA-templated transcription, response to salt stress, secondary metabolic process, transcription cis-regulatory region binding","DEGs"
"Chir01Ox-b07120.2","AT1G07640","OBP2",0.745364660145373,0.363,0.02,7.30141767170184e-174,1.43545871425658e-169,"Yes","Dof","DNA-binding transcription factor activity, nucleus, regionalization, regulation of DNA-templated transcription, regulation of glucosinolate biosynthetic process, regulation of root development, response to insect, response to jasmonic acid, response to wounding, root radial pattern formation, transcription cis-regulatory region binding","DEGs"
"Chir03Ox-b00650.2","AT3G01470","ATHB-1",0.723744508303637,0.342,0.043,1.2146337181405e-71,2.38796988986423e-67,"Yes","HD-ZIP","DNA binding, DNA-binding transcription factor activity, DNA-binding transcription factor activity, RNA polymerase II-specific, leaf morphogenesis, negative regulation of translation, nucleus, positive regulation of DNA-templated transcription, protein binding, protein homodimerization activity, regulation of cell growth, response to blue light, response to salt stress, sequence-specific DNA binding","DEGs"
"Chir05Ox-b02240.2","AT2G03500","HHO4",0.700186453391269,0.342,0.002,0,0,"Yes","G2-like","DNA-binding transcription factor activity, gibberellic acid mediated signaling pathway, histone H3-K36 methylation, negative regulation of long-day photoperiodism, flowering, negative regulation of nucleic acid-templated transcription, nucleus, protein binding, regulation of DNA-templated transcription, response to temperature stimulus","DEGs"
"Chir07Ox-b34150.2","AT4G36710","HAM4",0.648081650652016,0.295,0.053,1.08045284602122e-39,2.12417029527773e-35,"Yes","GRAS","cell differentiation, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, regulation of shoot system development, sequence-specific DNA binding","DEGs"
"Chir01Ox-b27710.2","AT1G29160","COG1",0.606596195220748,0.301,0.091,2.1449850303093e-20,4.21704056958808e-16,"Yes","Dof","DNA binding, DNA-binding transcription factor activity, nucleus, protein binding, regulation of DNA-templated transcription, seed coat development, transcription cis-regulatory region binding","DEGs"
